rent,m2,location
4600元/月,53㎡,徐汇-康健-长兴坊
5500元/月,77㎡,徐汇-康健-桂平小区
12000元/月,135㎡,徐汇-康健-中星海上华庭
5500元/月,81㎡,徐汇-康健-师大新村
13500元/月,152㎡,徐汇-康健-中海馨园
9000元/月,106㎡,徐汇-康健-中虹汇之苑
14000元/月,158㎡,徐汇-康健-海上名门
5000元/月,66㎡,徐汇-康健-长丰坊
11000元/月,140㎡,徐汇-康健-康健星辰
11000元/月,160㎡,徐汇-康健-康健星辰
5000元/月,66㎡,徐汇-康健-茶花园
6600元/月,82㎡,徐汇-康健-桂平小区
12000元/月,99㎡,徐汇-康健-徐汇天悦
6500元/月,86㎡,徐汇-康健-寿祥坊
3500元/月,34㎡,徐汇-康健-师大新村
15200元/月,171㎡,徐汇-康健-海上名门
13000元/月,143㎡,徐汇-康健-中虹汇之苑
12000元/月,99㎡,徐汇-漕河泾-鑫耀中城
3900元/月,40㎡,徐汇-康健-康宁坊
12500元/月,160㎡,徐汇-康健-海上名邸
12000元/月,115㎡,徐汇-康健-徐汇天悦
5000元/月,63㎡,徐汇-康健-长丰坊
5200元/月,69㎡,徐汇-康健-花苑村紫竹园
5200元/月,66㎡,徐汇-康健-花苑村紫竹园
4200元/月,50㎡,徐汇-康健-寿德坊
18000元/月,200㎡,徐汇-康健-海上名邸
15200元/月,157㎡,徐汇-康健-漕河景苑
7500元/月,80㎡,徐汇-康健-上海师大科技园
15000元/月,160㎡,徐汇-康健-海上名邸
12720元/月,134㎡,徐汇-漕河泾-华悦家园
9900元/月,135㎡,徐汇-康健-中海馨园
11000元/月,108㎡,徐汇-田林-万科华尔兹花园
7000元/月,75㎡,徐汇-龙华-临江豪园
16900元/月,150㎡,徐汇-龙华-临江豪园
14000元/月,154㎡,徐汇-万体馆-龙山公寓
8000元/月,70㎡,徐汇-龙华-民苑小区
6500元/月,69㎡,徐汇-龙华-民苑小区
17000元/月,178㎡,徐汇-龙华-华容小区
12000元/月,110㎡,徐汇-龙华-盛大花园
12000元/月,64㎡,徐汇-龙华-尚海湾豪庭
5500元/月,50㎡,徐汇-龙华-金龙花苑玫瑰园
16900元/月,150㎡,徐汇-龙华-临江豪园
20000元/月,181㎡,徐汇-龙华-尚海湾豪庭
8000元/月,70㎡,徐汇-龙华-民苑小区
11000元/月,101㎡,徐汇-龙华-盛大花园
5500元/月,55㎡,徐汇-康健-寿祥坊
28000元/月,561㎡,徐汇-龙华-尚海湾豪庭
5500元/月,70㎡,徐汇-康健-桂平小区
5500元/月,51㎡,徐汇-龙华-腾王阁
4300元/月,48㎡,徐汇-徐汇滨江-龙南三村
4600元/月,50㎡,徐汇-田林-田林十一村
9000元/月,96㎡,徐汇-田林-万科华尔兹花园
4500元/月,35㎡,徐汇-龙华-金龙花苑玫瑰园
8000元/月,110㎡,徐汇-康健-中星海上华庭
22000元/月,132㎡,徐汇-龙华-融创徐汇滨江壹号
13700元/月,96㎡,徐汇-田林-尚汇豪庭
12000元/月,137㎡,徐汇-康健-中星海上华庭
18000元/月,245㎡,徐汇-康健-海上名邸
16000元/月,140㎡,徐汇-康健-海上名邸
16500元/月,134㎡,徐汇-龙华-尚海湾豪庭
3300元/月,33㎡,徐汇-龙华-宛南五村
12300元/月,152㎡,徐汇-康健-中海馨园
11800元/月,138㎡,徐汇-康健-海上名门
13000元/月,135㎡,徐汇-龙华-盛大花园
5000元/月,75㎡,徐汇-田林-田林十四村
4600元/月,53㎡,徐汇-康健-康乐小区(徐汇)
17000元/月,167㎡,徐汇-徐家汇-汇金广场
14500元/月,119㎡,徐汇-徐家汇-锦汇苑
11300元/月,117㎡,徐汇-康健-中海馨园
13000元/月,145㎡,徐汇-徐家汇-永新花苑
6500元/月,72㎡,徐汇-徐汇滨江-滨江小区
36666元/月,370㎡,徐汇-龙华-云锦东方
30000元/月,370㎡,徐汇-龙华-百汇园
24500元/月,158㎡,徐汇-田林-尚汇豪庭
12300元/月,119㎡,徐汇-徐家汇-锦蝶苑
42000元/月,233㎡,徐汇-龙华-百汇园二期
15800元/月,79㎡,徐汇-衡山路-乌中小区
37800元/月,199㎡,徐汇-龙华-尚海湾豪庭
30000元/月,176㎡,徐汇-徐家汇-徐家汇花园
17000元/月,159㎡,徐汇-徐家汇-徐家汇花园
13500元/月,110㎡,徐汇-龙华-百汇园
4700元/月,56㎡,徐汇-康健-康宁坊
8500元/月,67㎡,徐汇-徐家汇-南天大楼
80000元/月,417㎡,徐汇-建国西路-嘉御庭
4900元/月,55㎡,徐汇-康健-寿祥坊
12000元/月,109㎡,徐汇-徐家汇-凯旋豪庭
9000元/月,60㎡,徐汇-徐家汇-徐家汇花园
14000元/月,155㎡,徐汇-徐家汇-凯旋豪庭
8200元/月,60㎡,徐汇-徐家汇-华狮国际公寓
8800元/月,85㎡,徐汇-徐家汇-玉兰花苑
15000元/月,130㎡,徐汇-徐家汇-汇金广场
9500元/月,65㎡,徐汇-龙华-尚海湾豪庭三期
28800元/月,143㎡,徐汇-衡山路-嘉丽苑
14500元/月,110㎡,徐汇-斜土路-丝庐花语
13200元/月,116㎡,徐汇-万体馆-北海大厦公寓
14500元/月,147㎡,徐汇-徐家汇-广汇花苑
8000元/月,71㎡,徐汇-徐家汇-乐山八九村
15000元/月,110㎡,徐汇-龙华-百汇园
7500元/月,88㎡,徐汇-田林-桂林新苑
8500元/月,53㎡,徐汇-徐家汇-宛平南路240弄小区
19000元/月,129㎡,徐汇-斜土路-远雄徐汇园
5300元/月,68㎡,徐汇-康健-长虹坊
4300元/月,56㎡,徐汇-康健-长丰坊
5300元/月,59㎡,徐汇-康健-长海坊
12000元/月,137㎡,徐汇-康健-中星海上华庭
6600元/月,83㎡,徐汇-漕河泾-桂林苑
16500元/月,134㎡,徐汇-龙华-尚海湾豪庭
69999元/月,239㎡,徐汇-龙华-云锦东方三期
11000元/月,126㎡,徐汇-康健-百合花苑
6000元/月,46㎡,徐汇-龙华-宛南三村
12500元/月,69㎡,徐汇-斜土路-远雄徐汇园
31000元/月,270㎡,徐汇-龙华-龙兆苑
4700元/月,55㎡,徐汇-康健-花苑村丁香园
6300元/月,60㎡,徐汇-龙华-华龙新苑
28000元/月,178㎡,徐汇-龙华-百汇园三期
8500元/月,70㎡,徐汇-龙华-龙安小区
12000元/月,109㎡,徐汇-徐家汇-凯旋豪庭
17600元/月,111㎡,徐汇-田林-尚汇豪庭
22000元/月,128㎡,徐汇-长桥-汇成南街里
24500元/月,158㎡,徐汇-田林-尚汇豪庭
15000元/月,119㎡,徐汇-徐家汇-锦汇苑
11600元/月,94㎡,徐汇-康健-汇樾庭
8200元/月,60㎡,徐汇-徐家汇-华狮国际公寓
18000元/月,172㎡,徐汇-康健-海上名邸
9600元/月,64㎡,徐汇-徐家汇-亚都国际名园
28000元/月,561㎡,徐汇-龙华-尚海湾豪庭
5000元/月,75㎡,徐汇-田林-田林十四村
30000元/月,146㎡,徐汇-斜土路-恒益公寓
9000元/月,51㎡,徐汇-斜土路-日晖六村
13600元/月,98㎡,徐汇-田林-尚汇豪庭二期
17500元/月,166㎡,徐汇-康健-海上名邸
18375元/月,117㎡,徐汇-龙华-尚海湾豪庭三期
8800元/月,81㎡,徐汇-徐家汇-凯歌公寓
31500元/月,163㎡,徐汇-衡山路-艺术公寓
30000元/月,172㎡,徐汇-斜土路-衡园
11800元/月,138㎡,徐汇-康健-海上名门
78000元/月,1103㎡,徐汇-衡山路-五原路288弄洋房
8000元/月,64㎡,徐汇-斜土路-茶陵路159弄小区
8600元/月,75㎡,徐汇-徐家汇-新汇公寓
14000元/月,111㎡,徐汇-斜土路-瑞金南苑
5600元/月,65㎡,徐汇-康健-花苑村玉兰园
8500元/月,73㎡,徐汇-徐家汇-南丹路128弄小区
9000元/月,57㎡,徐汇-徐家汇-天平小区
15800元/月,79㎡,徐汇-衡山路-乌中小区
17000元/月,159㎡,徐汇-徐家汇-徐家汇花园
9000元/月,110㎡,徐汇-万体馆-美晶佳园
4900元/月,55㎡,徐汇-康健-寿祥坊
7200元/月,73㎡,徐汇-龙华-华容小区
12000元/月,120㎡,徐汇-漕河泾-华悦家园
7300元/月,90㎡,徐汇-漕河泾-华悦家园
31900元/月,141㎡,徐汇-衡山路-巴洛克宫廷
13000元/月,117㎡,徐汇-徐家汇-实业公寓
17000元/月,109㎡,徐汇-徐家汇-永新城
8800元/月,85㎡,徐汇-徐家汇-玉兰花苑
9500元/月,79㎡,徐汇-徐家汇-裕德大厦
37000元/月,179㎡,徐汇-龙华-百汇园三期
19000元/月,205㎡,徐汇-龙华-尚海湾豪庭
1530元/月,144㎡,徐汇-康健-海上名门
9800元/月,88㎡,徐汇-徐家汇-番禺大楼
28000元/月,168㎡,徐汇-龙华-百汇园二期
10000元/月,110㎡,徐汇-龙华-保利星苑
12500元/月,70㎡,徐汇-斜土路-远雄徐汇园
12800元/月,130㎡,徐汇-徐家汇-徐家汇花园
9300元/月,84㎡,徐汇-徐家汇-荣承公寓
17000元/月,167㎡,徐汇-徐家汇-汇金广场
9000元/月,60㎡,徐汇-徐家汇-徐家汇花园
7300元/月,91㎡,徐汇-漕河泾-华悦家园
11000元/月,101㎡,徐汇-龙华-盛大花园
16800元/月,168㎡,徐汇-徐家汇-青之杰花园
18000元/月,134㎡,徐汇-龙华-盛大花园
9500元/月,95㎡,徐汇-徐家汇-裕德大厦
12500元/月,98㎡,徐汇-徐家汇-鑫城苑
15000元/月,130㎡,徐汇-徐家汇-汇金广场
16000元/月,110㎡,徐汇-龙华-百汇园
12000元/月,109㎡,徐汇-徐家汇-凯旋豪庭
11500元/月,90㎡,徐汇-斜土路-日晖新城
13000元/月,113㎡,徐汇-徐家汇-徐家汇花园
22000元/月,167㎡,徐汇-斜土路-汇峰鼎园
20000元/月,372㎡,徐汇-龙华-尚海湾豪庭
8500元/月,65㎡,徐汇-徐家汇-广汇花苑
21000元/月,177㎡,徐汇-龙华-中信君廷
5700元/月,67㎡,徐汇-田林-田林新苑
8300元/月,75㎡,徐汇-徐家汇-尚谊小区
14500元/月,101㎡,徐汇-田林-鑫耀中城
12500元/月,99㎡,徐汇-龙华-宏润花园
6600元/月,81㎡,徐汇-康健-桂莘小区
8200元/月,66㎡,徐汇-斜土路-时运大楼
12300元/月,119㎡,徐汇-徐家汇-锦蝶苑
13500元/月,114㎡,徐汇-徐家汇-徐虹华庭
9500元/月,99㎡,徐汇-康健-漕河景苑
23500元/月,123㎡,徐汇-徐家汇-徐家汇花园
9000元/月,111㎡,徐汇-徐家汇-金轩公寓
35000元/月,146㎡,徐汇-龙华-尚海湾豪庭三期
3500元/月,43㎡,徐汇-徐汇滨江-龙南三村
16500元/月,134㎡,徐汇-龙华-盛大花园
8000元/月,64㎡,徐汇-徐家汇-乐山大楼
10000元/月,137㎡,徐汇-漕河泾-航天公寓
22000元/月,132㎡,徐汇-龙华-融创徐汇滨江壹号
8300元/月,57㎡,徐汇-徐家汇-兆丰帝景苑
35000元/月,133㎡,徐汇-斜土路-衡园
25800元/月,165㎡,徐汇-建国西路-明园世纪城
13200元/月,116㎡,徐汇-万体馆-北海大厦公寓
8000元/月,88㎡,徐汇-漕河泾-华悦家园
11000元/月,90㎡,徐汇-漕河泾-华悦家园
80000元/月,417㎡,徐汇-建国西路-嘉御庭
8500元/月,67㎡,徐汇-徐家汇-南天大楼
14500元/月,119㎡,徐汇-徐家汇-锦汇苑
5500元/月,55㎡,徐汇-康健-寿祥坊
4500元/月,44㎡,徐汇-龙华-龙吴路13弄小区
5000元/月,67㎡,徐汇-徐汇滨江-龙南三村
11500元/月,121㎡,徐汇-漕河泾-华悦家园
13000元/月,106㎡,徐汇-徐家汇-南溪公寓
42000元/月,233㎡,徐汇-龙华-百汇园二期
29500元/月,139㎡,徐汇-徐家汇-莱诗邸
15500元/月,99㎡,徐汇-康健-徐汇天悦
14500元/月,147㎡,徐汇-徐家汇-广汇花苑
16900元/月,150㎡,徐汇-龙华-临江豪园
12000元/月,182㎡,徐汇-龙华-尚海湾豪庭
6800元/月,71㎡,徐汇-康健-寿益坊
9000元/月,96㎡,徐汇-田林-万科华尔兹花园
7800元/月,68㎡,徐汇-龙华-华容小区
19000元/月,129㎡,徐汇-斜土路-远雄徐汇园
16500元/月,134㎡,徐汇-龙华-盛大花园
8200元/月,58㎡,徐汇-徐家汇-谨斜小区
46000元/月,218㎡,徐汇-龙华-尚海湾豪庭三期
40000元/月,259㎡,徐汇-徐家汇-四季园
20000元/月,181㎡,徐汇-龙华-尚海湾豪庭
13000元/月,117㎡,徐汇-徐家汇-实业公寓
18000元/月,99㎡,徐汇-建国西路-太原邸
10000元/月,137㎡,徐汇-漕河泾-航天公寓
5500元/月,66㎡,徐汇-康健-寿益坊
12800元/月,67㎡,徐汇-龙华-尚海湾豪庭
6600元/月,81㎡,徐汇-康健-桂莘小区
35000元/月,155㎡,徐汇-龙华-御江廷
36666元/月,370㎡,徐汇-龙华-云锦东方
8000元/月,64㎡,徐汇-徐家汇-乐山大楼
9000元/月,77㎡,徐汇-徐家汇-玉兰花苑
8300元/月,57㎡,徐汇-徐家汇-兆丰帝景苑
5200元/月,51㎡,徐汇-田林-田林十四村
12000元/月,109㎡,徐汇-徐家汇-凯旋豪庭
6500元/月,72㎡,徐汇-徐汇滨江-滨江小区
80000元/月,417㎡,徐汇-建国西路-嘉御庭
17500元/月,135㎡,徐汇-徐家汇-徐家汇花园
12500元/月,98㎡,徐汇-徐家汇-鑫城苑
9000元/月,110㎡,徐汇-万体馆-美晶佳园
9600元/月,64㎡,徐汇-徐家汇-亚都国际名园
13500元/月,101㎡,徐汇-徐家汇-阳光名苑
5500元/月,63㎡,徐汇-康健-桂平小区
52000元/月,318㎡,徐汇-龙华-金龙花苑玫瑰园
11000元/月,90㎡,徐汇-漕河泾-华悦家园
15000元/月,130㎡,徐汇-徐家汇-汇金广场
5700元/月,76㎡,徐汇-康健-万象园
10000元/月,71㎡,徐汇-徐家汇-兆丰帝景苑
22000元/月,129㎡,徐汇-徐家汇-名仕苑
8200元/月,66㎡,徐汇-斜土路-时运大楼
28000元/月,149㎡,徐汇-衡山路-汇贤居
3700元/月,40㎡,徐汇-康健-寿山坊
78000元/月,572㎡,徐汇-徐家汇-荣承公寓
11500元/月,72㎡,徐汇-徐家汇-莱诗邸
4700元/月,55㎡,徐汇-康健-花苑村丁香园
16300元/月,70㎡,徐汇-龙华-尚海湾豪庭
8000元/月,110㎡,徐汇-康健-中星海上华庭
15000元/月,112㎡,徐汇-徐家汇-亚都国际名园
12500元/月,69㎡,徐汇-斜土路-远雄徐汇园
13500元/月,99㎡,徐汇-康健-汇樾庭
5500元/月,70㎡,徐汇-康健-桂平小区
11800元/月,138㎡,徐汇-康健-海上名门
13500元/月,71㎡,徐汇-徐家汇-东方曼哈顿
12000元/月,137㎡,徐汇-康健-中星海上华庭
23500元/月,123㎡,徐汇-徐家汇-徐家汇花园
14000元/月,94㎡,徐汇-徐家汇-东方曼哈顿
11500元/月,100㎡,徐汇-建国西路-汇景苑
19500元/月,137㎡,徐汇-斜土路-汇峰鼎园
15000元/月,99㎡,徐汇-康健-汇樾庭
5500元/月,47㎡,徐汇-龙华-宛南五村
13800元/月,115㎡,徐汇-龙华-临江豪园
26500元/月,168㎡,徐汇-龙华-百汇园二期
11500元/月,90㎡,徐汇-斜土路-日晖新城
18375元/月,117㎡,徐汇-龙华-尚海湾豪庭三期
23000元/月,154㎡,徐汇-斜土路-瑞金南苑
7000元/月,108㎡,徐汇-康健-梓树园
13200元/月,116㎡,徐汇-万体馆-北海大厦公寓
5500元/月,51㎡,徐汇-龙华-腾王阁
18800元/月,133㎡,徐汇-龙华-百汇园
8900元/月,44㎡,徐汇-徐家汇-东方时空公寓
13000元/月,112㎡,徐汇-徐家汇-亚都国际名园
7000元/月,66㎡,徐汇-龙华-华龙新苑
14500元/月,119㎡,徐汇-徐家汇-锦汇苑
8500元/月,64㎡,徐汇-斜土路-小木桥路101弄小区
30000元/月,137㎡,徐汇-衡山路-东方巴黎
22000元/月,129㎡,徐汇-徐家汇-名仕苑
17000元/月,109㎡,徐汇-徐家汇-永新城
12500元/月,133㎡,徐汇-万体馆-精文公寓
9300元/月,84㎡,徐汇-徐家汇-荣承公寓
13000元/月,135㎡,徐汇-龙华-盛大花园
12000元/月,87㎡,徐汇-徐家汇-汇翠花园
13500元/月,114㎡,徐汇-徐家汇-徐虹华庭
5100元/月,75㎡,徐汇-康健-月季园
16500元/月,173㎡,徐汇-康健-海上名邸
31000元/月,164㎡,徐汇-龙华-尚海湾豪庭
42000元/月,208㎡,徐汇-龙华-金龙花苑牡丹园
5100元/月,63㎡,徐汇-康健-寿益坊
42000元/月,233㎡,徐汇-龙华-百汇园二期
11800元/月,127㎡,徐汇-龙华-宏伟阁
17800元/月,103㎡,徐汇-斜土路-云福大厦
24500元/月,158㎡,徐汇-田林-尚汇豪庭
35000元/月,133㎡,徐汇-斜土路-衡园
8000元/月,88㎡,徐汇-漕河泾-华悦家园
19800元/月,104㎡,徐汇-斜土路-天合雅园
10300元/月,93㎡,徐汇-康健-中星海上华庭
53000元/月,244㎡,徐汇-龙华-云锦东方
4300元/月,55㎡,徐汇-康健-寿祥坊
1530元/月,144㎡,徐汇-康健-海上名门
33000元/月,151㎡,徐汇-龙华-尚海湾豪庭三期
10500元/月,102㎡,徐汇-康健-海上名门
8500元/月,65㎡,徐汇-徐家汇-广汇花苑
25800元/月,165㎡,徐汇-建国西路-明园世纪城
8500元/月,73㎡,徐汇-徐家汇-南丹路128弄小区
9500元/月,98㎡,徐汇-徐家汇-锦南公寓
17500元/月,135㎡,徐汇-徐家汇-徐家汇花园
8800元/月,120㎡,徐汇-徐家汇-玉兰花苑
6600元/月,83㎡,徐汇-漕河泾-桂林苑
60000元/月,370㎡,徐汇-龙华-百汇园
4900元/月,70㎡,徐汇-上海南站-东泉小区
16500元/月,116㎡,徐汇-田林-鑫耀中城
21000元/月,177㎡,徐汇-龙华-中信君廷
6500元/月,69㎡,徐汇-龙华-民苑小区
13000元/月,106㎡,徐汇-徐家汇-南溪公寓
3200元/月,41㎡,徐汇-徐汇滨江-龙南三村
14800元/月,114㎡,徐汇-徐家汇-尊园
17000元/月,167㎡,徐汇-徐家汇-汇金广场
31500元/月,163㎡,徐汇-衡山路-艺术公寓
4500元/月,31㎡,徐汇-龙华-宛龙小区
11500元/月,135㎡,徐汇-康健-中星虹漕公寓
4700元/月,56㎡,徐汇-康健-康宁坊
11000元/月,101㎡,徐汇-康健-海上名门
15800元/月,79㎡,徐汇-衡山路-乌中小区
30000元/月,146㎡,徐汇-斜土路-恒益公寓
4600元/月,50㎡,徐汇-田林-田林十一村
25000元/月,143㎡,徐汇-徐汇滨江-宝能·公馆1288
14000元/月,145㎡,徐汇-龙华-宏润国际花园
28000元/月,178㎡,徐汇-龙华-百汇园三期
31000元/月,270㎡,徐汇-龙华-龙兆苑
12000元/月,182㎡,徐汇-龙华-尚海湾豪庭
4200元/月,40㎡,徐汇-万体馆-天钥新村
4500元/月,53㎡,徐汇-康健-长丰坊
9800元/月,93㎡,徐汇-龙华-佳信徐汇公寓
15000元/月,119㎡,徐汇-徐家汇-锦汇苑
9800元/月,79㎡,徐汇-徐家汇-莱诗邸
29000元/月,190㎡,徐汇-龙华-徐汇苑
30000元/月,172㎡,徐汇-田林-尚汇豪庭
9500元/月,63㎡,徐汇-斜土路-嘉乐公寓
5600元/月,65㎡,徐汇-康健-花苑村玉兰园
4500元/月,55㎡,徐汇-康健-寿祥坊
9500元/月,90㎡,徐汇-龙华-馨汇南苑
4100元/月,43㎡,徐汇-康健-康乐小区(徐汇)
7300元/月,90㎡,徐汇-漕河泾-华悦家园
6800元/月,71㎡,徐汇-康健-寿益坊
22000元/月,128㎡,徐汇-长桥-汇成南街里
7800元/月,115㎡,徐汇-漕河泾-欣嘉苑
8800元/月,85㎡,徐汇-龙华-金海大厦
8800元/月,66㎡,徐汇-斜土路-时运大楼
22000元/月,129㎡,徐汇-徐家汇-名仕苑
12800元/月,130㎡,徐汇-徐家汇-徐家汇花园
6300元/月,60㎡,徐汇-龙华-华龙新苑
17000元/月,159㎡,徐汇-徐家汇-徐家汇花园
9900元/月,114㎡,徐汇-龙华-宜仕怡家
14500元/月,101㎡,徐汇-田林-鑫耀中城
14800元/月,137㎡,徐汇-徐家汇-青之杰花园
3800元/月,28㎡,徐汇-龙华-宛南二村
13000元/月,145㎡,徐汇-徐家汇-永新花苑
8800元/月,81㎡,徐汇-徐家汇-凯歌公寓
8800元/月,85㎡,徐汇-徐家汇-玉兰花苑
4600元/月,53㎡,徐汇-康健-康乐小区(徐汇)
3300元/月,33㎡,徐汇-龙华-宛南五村
11800元/月,100㎡,徐汇-康健-汇樾庭
76000元/月,138㎡,徐汇-建国西路-汾阳路64弄新里
8100元/月,66㎡,徐汇-斜土路-大木小区
11500元/月,72㎡,徐汇-徐家汇-莱诗邸
19000元/月,129㎡,徐汇-斜土路-远雄徐汇园
30000元/月,172㎡,徐汇-斜土路-衡园
11000元/月,105㎡,徐汇-徐家汇-凯旋花苑
15800元/月,114㎡,徐汇-龙华-徐汇临江豪园
4000元/月,32㎡,徐汇-龙华-宛南二村
8000元/月,106㎡,徐汇-万体馆-爱中爱华公寓
10500元/月,125㎡,徐汇-斜土路-徐汇新湖云庭
8000元/月,82㎡,徐汇-龙华-金龙花苑茶花园
4000元/月,37㎡,徐汇-龙华-宛南一村
4000元/月,38㎡,徐汇-龙华-宛南一村
4100元/月,45㎡,徐汇-徐家汇-东安四村
11000元/月,94㎡,徐汇-龙华-华容小区
6000元/月,58㎡,徐汇-龙华-宛南一村
17800元/月,155㎡,徐汇-徐家汇-徐汇御苑
7500元/月,69㎡,徐汇-龙华-民苑小区
4000元/月,36㎡,徐汇-龙华-俞一小区
5200元/月,48㎡,徐汇-龙华-宛南二村
5600元/月,55㎡,徐汇-龙华-解龙小区
5800元/月,38㎡,徐汇-龙华-宛南三村
10000元/月,85㎡,徐汇-龙华-海珀旭晖
10000元/月,101㎡,徐汇-万体馆-北海大厦公寓
6000元/月,57㎡,徐汇-斜土路-泰莱大厦
4000元/月,39㎡,徐汇-田林-田林一村
5500元/月,40㎡,徐汇-龙华-华容小区
14000元/月,99㎡,徐汇-龙华-海珀旭晖
7500元/月,68㎡,徐汇-龙华-盛大花园
20000元/月,162㎡,徐汇-龙华-尚海湾豪庭
10000元/月,114㎡,徐汇-龙华-强生花苑
4200元/月,34㎡,徐汇-万体馆-天钥新村
5500元/月,50㎡,徐汇-万体馆-龙山新村
10000元/月,104㎡,徐汇-龙华-华容苑
6500元/月,72㎡,徐汇-龙华-华龙新苑
3800元/月,33㎡,徐汇-龙华-龙华路2373弄小区
6600元/月,66㎡,徐汇-龙华-华龙新苑
20000元/月,208㎡,徐汇-龙华-保利西岸
6000元/月,95㎡,徐汇-龙华-民苑小区
16000元/月,134㎡,徐汇-龙华-尚海湾豪庭
15000元/月,104㎡,徐汇-漕河泾-玖珑庭
28000元/月,289㎡,徐汇-龙华-中信君廷名邸
16000元/月,104㎡,徐汇-漕河泾-玖珑庭
4200元/月,38㎡,徐汇-龙华-东安五村
3500元/月,38㎡,徐汇-徐家汇-东安四村
2000元/月,26㎡,徐汇-漕河泾-华悦家园
12900元/月,130㎡,徐汇-田林-华鼎广场
3600元/月,45㎡,徐汇-龙华-宛南一村
13800元/月,138㎡,徐汇-田林-华鼎广场
6200元/月,105㎡,徐汇-龙华-盛大花园
4500元/月,54㎡,徐汇-康健-寿昌坊
130000元/月,409㎡,徐汇-龙华-云锦东方
18800元/月,140㎡,徐汇-徐家汇-莱诗邸
20000元/月,235㎡,徐汇-龙华-保利西岸
5200元/月,59㎡,徐汇-康健-花苑村茶花园
12800元/月,123㎡,徐汇-田林-华鼎广场
16000元/月,101㎡,徐汇-龙华-御江廷
4800元/月,50㎡,徐汇-康健-桂竹香公寓
5300元/月,74㎡,徐汇-龙华-民苑小区
5000元/月,59㎡,徐汇-康健-康乐小区(徐汇)
14900元/月,119㎡,徐汇-徐家汇-东方曼哈顿世纪豪庭
81700元/月,560㎡,徐汇-龙华-尚海湾豪庭
5000元/月,82㎡,徐汇-徐汇滨江-誉仁家园
6500元/月,55㎡,徐汇-衡山路-安福路公房
13000元/月,114㎡,徐汇-龙华-徐汇临江豪园
24000元/月,236㎡,徐汇-斜土路-衡园
5000元/月,68㎡,徐汇-龙华-盛大花园
18000元/月,174㎡,徐汇-建国西路-汇景苑
15000元/月,112㎡,徐汇-建国西路-襄阳公寓
14500元/月,150㎡,徐汇-斜土路-汇峰鼎园
5800元/月,52㎡,徐汇-康健-康健路120弄小区
21000元/月,233㎡,徐汇-龙华-保利西岸
4600元/月,54㎡,徐汇-康健-康乐小区(徐汇)
6000元/月,54㎡,徐汇-康健-上海师大科技园
5000元/月,61㎡,徐汇-康健-徐汇天悦
7000元/月,71㎡,徐汇-田林-宜山路701弄小区
30000元/月,182㎡,徐汇-衡山路-中汇花园
85000元/月,432㎡,徐汇-建国西路-嘉御庭
50000元/月,707㎡,徐汇-龙华-尚海湾豪庭
35000元/月,155㎡,徐汇-衡山路-鸿艺豪苑
9000元/月,66㎡,徐汇-龙华-海珀旭晖
6200元/月,72㎡,徐汇-康健-花苑村丁香园
8000元/月,90㎡,徐汇-田林-华利公寓
7300元/月,81㎡,徐汇-田林-长春苑
81700元/月,560㎡,徐汇-龙华-尚海湾豪庭
10800元/月,105㎡,徐汇-田林-爱建园
9500元/月,105㎡,徐汇-斜土路-日晖新城
28000元/月,188㎡,徐汇-龙华-百汇园二期
16000元/月,159㎡,徐汇-龙华-百汇园
4000元/月,55㎡,徐汇-上海南站-东泉小区
19000元/月,114㎡,徐汇-龙华-百汇园二期
13500元/月,110㎡,徐汇-建国西路-汇景苑
3600元/月,35㎡,徐汇-龙华-东安五村
3500元/月,41㎡,徐汇-田林-田林一村
50000元/月,221㎡,徐汇-龙华-海珀旭晖
9500元/月,90㎡,徐汇-漕河泾-华悦家园
4300元/月,44㎡,徐汇-康健-康健路100弄小区
23000元/月,297㎡,徐汇-衡山路-东亚公寓
9000元/月,127㎡,徐汇-龙华-东安花苑
32000元/月,281㎡,徐汇-龙华-融创徐汇滨江壹号
17000元/月,157㎡,徐汇-徐家汇-新贵都万体景苑
50000元/月,370㎡,徐汇-龙华-云锦东方
16000元/月,93㎡,徐汇-衡山路-淮海中路1755号
49000元/月,288㎡,徐汇-龙华-海珀旭晖
65000元/月,337㎡,徐汇-衡山路-上海天玺
5400元/月,58㎡,徐汇-漕河泾-诚达创意园商住楼
4600元/月,54㎡,徐汇-康健-康乐小区(徐汇)
1800元/月,21㎡,徐汇-康健-师大新村
9000元/月,93㎡,徐汇-龙华-海珀旭晖
14500元/月,134㎡,徐汇-康健-海上名门
8000元/月,65㎡,徐汇-徐家汇-电影华苑
13000元/月,110㎡,徐汇-徐家汇-永新花苑
18000元/月,140㎡,徐汇-康健-海上名邸
23000元/月,181㎡,徐汇-龙华-百汇园
5000元/月,40㎡,徐汇-斜土路-中山新村
25000元/月,156㎡,徐汇-徐家汇-莱诗邸
9200元/月,117㎡,徐汇-斜土路-兴南花园
4500元/月,32㎡,徐汇-龙华-宛南五村
13500元/月,153㎡,徐汇-徐家汇-虹桥乐庭
4500元/月,40㎡,徐汇-徐家汇-泰东新村
5000元/月,77㎡,徐汇-康健-康乐小区(徐汇)
6500元/月,56㎡,徐汇-斜土路-清真小区
4300元/月,66㎡,徐汇-康健-康乐小区(徐汇)
5400元/月,59㎡,徐汇-植物园-园南三村
4500元/月,55㎡,徐汇-龙华-金龙花苑牡丹园
4700元/月,68㎡,徐汇-康健-花苑村丁香园
11800元/月,76㎡,徐汇-万体馆-爱中爱华公寓
