price_m2,price,m2,location
73181元/㎡,680万,92.92㎡,"实业公寓
徐家汇 漕溪北路28号、漕溪北路38号"
97519元/㎡,1160万,118.95㎡,"阳光名邸
徐家汇 凯旋路1688弄"
86666元/㎡,520万,60㎡,"南宜花苑
徐家汇 宜山路408弄1-22号"
105297元/㎡,1300万,123.46㎡,"文定天下苑
徐家汇 文定路288弄"
87336元/㎡,680万,77.86㎡,"玉兰花苑
徐家汇 蒲汇塘路50弄"
95216元/㎡,420万,44.11㎡,"东方时空公寓
徐家汇 番禺路1099弄"
64285元/㎡,450万,70㎡,"吴东小区
徐家汇 吴中东路500弄"
80594元/㎡,900万,111.67㎡,"实业公寓
徐家汇 漕溪北路28号、漕溪北路38号"
98275元/㎡,1630万,165.86㎡,"徐虹华庭
徐家汇 徐虹北路5弄"
74781元/㎡,900万,120.35㎡,"裕德大厦
徐家汇 裕德路92弄1-11号"
78013元/㎡,600万,76.91㎡,"金诚花园
徐家汇 中山西路2099弄"
79365元/㎡,580万,73.08㎡,"南宜花苑
徐家汇 宜山路408弄1-22号"
84586元/㎡,900万,106.4㎡,"凯旋花苑
徐家汇 中漕路111号"
74791元/㎡,610万,81.56㎡,"南洋广元公寓
徐家汇 广元西路60号"
62260元/㎡,860万,138.13㎡,"嘉汇广场
徐家汇 斜土路2601-2611号"
75018元/㎡,1200万,159.96㎡,"上影广场公寓
徐家汇 零陵路791弄3号楼"
64559元/㎡,760万,117.72㎡,"嘉汇广场
徐家汇 斜土路2601-2611号"
91954元/㎡,1400万,152.25㎡,"徐汇御苑
徐家汇 东安路251弄"
78065元/㎡,368万,47.14㎡,"虹桥路400弄小区
徐家汇 虹桥路400弄"
84619元/㎡,340万,40.18㎡,"柿子湾路8弄小区
徐家汇 柿子湾路8弄"
77453元/㎡,1100万,142.02㎡,"泰德花苑
徐家汇 裕德路92弄18号"
80285元/㎡,450万,56.05㎡,"番南小区
徐家汇 番南小区"
59829元/㎡,700万,117㎡,"嘉汇广场
徐家汇 斜土路2601-2611号"
103873元/㎡,1180万,113.6㎡,"鑫国家园
徐家汇 零陵路777弄"
75217元/㎡,502万,66.74㎡,"漕溪大楼
徐家汇 漕溪大楼"
95882元/㎡,850万,88.65㎡,"汇贤雅居
徐家汇 南丹路368弄"
70821元/㎡,850万,120.02㎡,"玉兰花苑
徐家汇 蒲汇塘路50弄"
74652元/㎡,1100万,147.35㎡,"泰德花苑
徐家汇 裕德路92弄18号"
95332元/㎡,670万,70.28㎡,"徐家汇花园
徐家汇 宛平南路255弄"
63307元/㎡,490万,77.4㎡,"吴东小区
徐家汇 吴中东路500弄"
92841元/㎡,380万,40.93㎡,"中漕小区
徐家汇 中漕路20-28号"
83042元/㎡,500万,60.21㎡,"凯旋一村
徐家汇 凯旋一村1-37号"
84280元/㎡,430万,51.02㎡,"南丹小区
徐家汇 南丹小区"
86874元/㎡,1200万,138.13㎡,"徐家汇花园
徐家汇 宛平南路255弄"
70067元/㎡,960万,137.01㎡,"虹桥路400弄小区
徐家汇 虹桥路400弄"
83616元/㎡,590万,70.56㎡,"玉兰花苑
徐家汇 蒲汇塘路50弄"
71451元/㎡,450万,62.98㎡,"虹桥大楼
徐家汇 虹桥路411弄、秀山路7弄、秀山路15弄"
75339元/㎡,450万,59.73㎡,"漕溪大楼
徐家汇 漕溪大楼"
97688元/㎡,300万,30.71㎡,"番南小区
徐家汇 番南小区"
96990元/㎡,390万,40.21㎡,"气象小区
徐家汇 怀安街71弄"
80357元/㎡,900万,112㎡,"实业公寓
徐家汇 漕溪北路28号、漕溪北路38号"
99454元/㎡,1550万,155.85㎡,"亚都国际名园
徐家汇 南丹东路300弄"
101745元/㎡,1020万,100.25㎡,"福源汇居
徐家汇 南丹东路168弄"
121986元/㎡,668万,54.76㎡,"明华苑
徐家汇 南丹路138弄"
76923元/㎡,850万,110.5㎡,"科乐苑
徐家汇 斜土路2084弄"
101945元/㎡,1420万,139.29㎡,"同汇苑
徐家汇 斜土路2455弄"
128066元/㎡,950万,74.18㎡,"东方曼哈顿
徐家汇 虹桥路168号"
111951元/㎡,1110万,99.15㎡,"东方曼哈顿
徐家汇 虹桥路168号"
92007元/㎡,335万,36.41㎡,"斜土路2200弄公房
徐家汇 斜土路2200弄公房"
76923元/㎡,325万,42.25㎡,"青松小区
徐家汇 东安路50弄1-14号"
83422元/㎡,470万,56.34㎡,"南丹小区
徐家汇 南丹小区"
110996元/㎡,1180万,106.31㎡,"阳光名邸
徐家汇 凯旋路1688弄"
99615元/㎡,1450万,145.56㎡,"虹桥乐庭
徐家汇 虹桥路666弄5-18号"
64763元/㎡,388万,59.91㎡,"东安三村
徐家汇 零陵路368弄"
76113元/㎡,788万,103.53㎡,"徐虹公寓
徐家汇 古宜路170弄、古宜路180弄"
107754元/㎡,1680万,155.91㎡,"徐汇御苑
徐家汇 东安路251弄"
60883元/㎡,1019万,167.37㎡,"佳安公寓
徐家汇 宛平南路420弄"
80890元/㎡,298万,36.84㎡,"宛平南路65弄小区
徐家汇 宛平南路65弄"
118538元/㎡,360万,30.37㎡,"中原新村
徐家汇 中漕路38弄"
65524元/㎡,455万,69.44㎡,"斜土路2200弄公房
徐家汇 斜土路2200弄公房"
82632元/㎡,825万,99.84㎡,"徐家汇花园
徐家汇 宛平南路255弄"
65245元/㎡,398万,61㎡,"肇嘉浜路853弄小区
徐家汇 肇嘉浜路853弄55支弄"
92429元/㎡,1050万,113.6㎡,"鑫国家园
徐家汇 零陵路777弄"
109475元/㎡,1190万,108.7㎡,"四季园
徐家汇 东安路149弄1-8号"
98266元/㎡,1100万,111.94㎡,"徐虹华庭
徐家汇 徐虹北路5弄"
83236元/㎡,288万,34.6㎡,"谨斜小区
徐家汇 谨斜小区"
149580元/㎡,1300万,86.91㎡,"东方曼哈顿
徐家汇 虹桥路168号"
76442元/㎡,868万,113.55㎡,"徐家汇花园
徐家汇 宛平南路255弄"
109560元/㎡,1350万,123.22㎡,"虹桥乐庭铂晶馆
徐家汇 虹桥路666弄1-2号"
86972元/㎡,970万,111.53㎡,"海螺花园
徐家汇 宛平南路388弄"
137009元/㎡,1399万,102.11㎡,"虹桥乐庭
徐家汇 虹桥路666弄5-18号"
69286元/㎡,818万,118.06㎡,"四季园
徐家汇 东安路149弄1-8号"
76717元/㎡,460万,59.96㎡,"科汇公寓
徐家汇 天钥桥路69弄1-3号"
99616元/㎡,2678万,268.83㎡,"永新花苑
徐家汇 肇嘉浜路1029弄、辛耕路100弄"
92031元/㎡,865万,93.99㎡,"荣承公寓
徐家汇 斜土路2200弄2-3号"
104009元/㎡,1650万,158.64㎡,"莱诗邸
徐家汇 南丹东路223弄"
109289元/㎡,1380万,126.27㎡,"永新城
徐家汇 辛耕路81弄"
98263元/㎡,860万,87.52㎡,"上影公寓
徐家汇 斜土路2905号、斜土路2899号"
74598元/㎡,780万,104.56㎡,"科乐苑
徐家汇 斜土路2084弄"
70833元/㎡,850万,120㎡,"海螺花园
徐家汇 宛平南路388弄"
71185元/㎡,398万,55.91㎡,"斜土路2200弄公房
徐家汇 斜土路2200弄公房"
70158元/㎡,355万,50.6㎡,"东安三村
徐家汇 零陵路368弄"
78888元/㎡,355万,45㎡,"斜土路1664弄小区
徐家汇 斜土路1664弄1-19号"
115735元/㎡,1268万,109.56㎡,"四季园
徐家汇 东安路149弄1-8号"
122202元/㎡,3200万,261.86㎡,"徐汇中凯城市之光
徐家汇 南丹路377弄"
113664元/㎡,460万,40.47㎡,"裕德路66弄小区
徐家汇 裕德路66弄"
81981元/㎡,384万,46.84㎡,"零陵小区
徐家汇 零陵小区"
91623元/㎡,1750万,191㎡,"名仕苑
徐家汇 广元西路98号、广元西路108号"
96645元/㎡,340万,35.18㎡,"中原新村
徐家汇 中漕路38弄"
68692元/㎡,599万,87.2㎡,"青松小区
徐家汇 东安路50弄1-14号"
96190元/㎡,1010万,105㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
78116元/㎡,856万,109.58㎡,"徐家汇花园
徐家汇 宛平南路255弄"
89643元/㎡,560万,62.47㎡,"金诚花园
徐家汇 中山西路2099弄"
91091元/㎡,1180万,129.54㎡,"阳光名邸
徐家汇 凯旋路1688弄"
90692元/㎡,495万,54.58㎡,"漕溪大楼
徐家汇 漕溪大楼"
112925元/㎡,1750万,154.97㎡,"鑫国家园
徐家汇 零陵路777弄"
97839元/㎡,480万,49.06㎡,"气象小区
徐家汇 怀安街71弄"
102858元/㎡,680万,66.11㎡,"永新城
徐家汇 辛耕路81弄"
108695元/㎡,1650万,151.8㎡,"东方曼哈顿
徐家汇 虹桥路168号"
97540元/㎡,575万,58.95㎡,"徐家汇花园
徐家汇 宛平南路255弄"
93741元/㎡,1450万,154.68㎡,"尊园
徐家汇 漕溪北路99弄"
109620元/㎡,1430万,130.45㎡,"同汇苑
徐家汇 斜土路2455弄"
82421元/㎡,1574万,190.97㎡,"四季园
徐家汇 东安路149弄1-8号"
89785元/㎡,1228万,136.77㎡,"阳光名苑
徐家汇 斜土路2099弄"
76442元/㎡,868万,113.55㎡,"徐家汇花园
徐家汇 宛平南路255弄"
71671元/㎡,380万,53.02㎡,"乐山四五村
徐家汇 乐山路12弄1-30号"
112925元/㎡,1750万,154.97㎡,"鑫国家园
徐家汇 零陵路777弄"
119743元/㎡,1680万,140.3㎡,"四季园
徐家汇 东安路149弄1-8号"
121341元/㎡,1480万,121.97㎡,"福源汇居
徐家汇 南丹东路168弄"
99679元/㎡,1399万,140.35㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
77957元/㎡,1780万,228.33㎡,"阳光名苑
徐家汇 斜土路2099弄"
137009元/㎡,1399万,102.11㎡,"虹桥乐庭
徐家汇 虹桥路666弄5-18号"
106172元/㎡,1450万,136.57㎡,"永新城
徐家汇 辛耕路81弄"
81176元/㎡,828万,102㎡,"虹枫大楼
徐家汇 广元西路629号"
83691元/㎡,720万,86.03㎡,"青松小区
徐家汇 东安路50弄1-14号"
78571元/㎡,880万,112㎡,"徐家汇花园
徐家汇 宛平南路255弄"
87555元/㎡,788万,90㎡,"汇翠花园
徐家汇 漕溪北路737弄"
96956元/㎡,1478万,152.44㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
102137元/㎡,325万,31.82㎡,"南丹小区
徐家汇 南丹小区"
88002元/㎡,1500万,170.45㎡,"徐家汇花园
徐家汇 宛平南路255弄"
63391元/㎡,600万,94.65㎡,"东航公寓
徐家汇 中山西路1509弄1-2号"
103647元/㎡,1580万,152.44㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
100223元/㎡,2598万,259.22㎡,"四季园
徐家汇 东安路149弄1-8号"
135154元/㎡,1850万,136.88㎡,"凯旋花苑
徐家汇 中漕路111号"
106479元/㎡,1650万,154.96㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
76785元/㎡,860万,112㎡,"实业公寓
徐家汇 漕溪北路28号、漕溪北路38号"
94263元/㎡,1699万,180.24㎡,"四季园
徐家汇 东安路149弄1-8号"
97746元/㎡,360万,36.83㎡,"王家堂小区
徐家汇 斜土路2561弄、南丹东路100弄"
122711元/㎡,1200万,97.79㎡,"虹桥乐庭
徐家汇 虹桥路666弄5-18号"
122691元/㎡,1900万,154.86㎡,"东方曼哈顿
徐家汇 虹桥路168号"
137868元/㎡,1358万,98.5㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
60243元/㎡,619万,102.75㎡,"恒昌花园
徐家汇 宛平南路521号"
119417元/㎡,1698万,142.19㎡,"亚都国际名园
徐家汇 南丹东路300弄"
66334元/㎡,720万,108.54㎡,"科乐苑
徐家汇 斜土路2084弄"
69908元/㎡,841万,120.3㎡,"青松小区
徐家汇 东安路50弄1-14号"
119375元/㎡,1438万,120.46㎡,"东方曼哈顿
徐家汇 虹桥路168号"
86625元/㎡,478万,55.18㎡,"凯旋一村
徐家汇 凯旋一村1-37号"
73865元/㎡,368万,49.82㎡,"谨斜小区
徐家汇 谨斜小区"
89736元/㎡,480万,53.49㎡,"红旗教师公寓
徐家汇 红旗教师公寓"
80379元/㎡,390万,48.52㎡,"橡胶小区
徐家汇 宛平南路19弄4-6号"
100865元/㎡,2120万,210.18㎡,"东方曼哈顿世纪豪庭
徐家汇 虹桥路168号"
76200元/㎡,430万,56.43㎡,"漕溪大楼
徐家汇 漕溪大楼"
68382元/㎡,1100万,160.86㎡,"上影广场公寓
徐家汇 零陵路791弄3号楼"
98266元/㎡,1100万,111.94㎡,"徐虹华庭
徐家汇 徐虹北路5弄"
107120元/㎡,340万,31.74㎡,"中原新村
徐家汇 中漕路38弄"
104442元/㎡,1580万,151.28㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
86223元/㎡,450万,52.19㎡,"天平小区
徐家汇 天平路179弄"
80258元/㎡,620万,77.25㎡,"佳安公寓
徐家汇 宛平南路420弄"
101158元/㎡,1310万,129.5㎡,"永新城
徐家汇 辛耕路81弄"
84459元/㎡,1250万,148㎡,"尊园
徐家汇 漕溪北路99弄"
97201元/㎡,1400万,144.03㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
118356元/㎡,2080万,175.74㎡,"创世纪花园
徐家汇 零陵路789弄"
106738元/㎡,1850万,173.32㎡,"阳光名苑
徐家汇 斜土路2099弄"
80594元/㎡,900万,111.67㎡,"实业公寓
徐家汇 漕溪北路28号、38号"
112301元/㎡,1750万,155.83㎡,"东方曼哈顿
徐家汇 虹桥路168号"
95238元/㎡,1450万,152.25㎡,"徐汇御苑
徐家汇 东安路251弄"
80157元/㎡,1018万,127㎡,"徐家汇花园
徐家汇 宛平南路255弄"
76785元/㎡,860万,112㎡,"实业公寓
徐家汇 漕溪北路28号、漕溪北路38号"
73170元/㎡,600万,82㎡,"枫林路14弄小区
徐家汇 枫林路14弄"
73267元/㎡,498万,67.97㎡,"枫林大楼
徐家汇 肇嘉浜路661-665号"
89022元/㎡,1240万,139.29㎡,"同汇苑
徐家汇 斜土路2455弄"
65989元/㎡,455万,68.95㎡,"谨斜小区
徐家汇 谨斜小区"
95157元/㎡,678万,71.25㎡,"南山大楼
徐家汇 宜山路187号"
120139元/㎡,1900万,158.15㎡,"福源汇居
徐家汇 南丹东路168弄"
107594元/㎡,1530万,142.2㎡,"徐虹华庭
徐家汇 徐虹北路5弄"
123688元/㎡,1980万,160.08㎡,"莱诗邸
徐家汇 南丹东路223弄"
90400元/㎡,485万,53.65㎡,"番南小区
徐家汇 番南小区"
83627元/㎡,900万,107.62㎡,"交大公寓
徐家汇 虹桥路550号"
113804元/㎡,2000万,175.74㎡,"创世纪花园
徐家汇 零陵路789弄"
96701元/㎡,1800万,186.14㎡,"亚都国际名园
徐家汇 南丹东路300弄"
67500元/㎡,918万,136㎡,"广汇花苑
徐家汇 东安路271弄1-2号"
85730元/㎡,1320万,153.97㎡,"徐家汇花园
徐家汇 宛平南路255弄"
73387元/㎡,455万,62㎡,"谨斜小区
徐家汇 谨斜小区"
111978元/㎡,330万,29.47㎡,"王家堂小区
徐家汇 斜土路2561弄、南丹东路100弄"
105605元/㎡,1200万,113.63㎡,"徐家汇花园
徐家汇 宛平南路255弄"
46086元/㎡,530万,115㎡,"天钥花苑公寓
徐家汇 天钥桥路380弄20-28号"
108912元/㎡,600万,55.09㎡,"汇贤雅居
徐家汇 南丹路368弄"
90310元/㎡,700万,77.51㎡,"交大公寓
徐家汇 虹桥路550号"
77467元/㎡,700万,90.36㎡,"实业公寓
徐家汇 漕溪北路28号、漕溪北路38号"
94401元/㎡,1300万,137.71㎡,"宜德苑
徐家汇 古宜路99弄"
86625元/㎡,478万,55.18㎡,"凯旋一村
徐家汇 凯旋一村1-37号"
76603元/㎡,720万,93.99㎡,"荣承公寓
徐家汇 斜土路2200弄2-3号"
99635元/㎡,1720万,172.63㎡,"永新花苑
徐家汇 肇嘉浜路1029弄、辛耕路100弄"
85495元/㎡,1005万,117.55㎡,"创世纪花园
徐家汇 零陵路789弄"
74637元/㎡,1030万,138㎡,"宜德苑
徐家汇 古宜路99弄"
77217元/㎡,888万,115㎡,"汇翠花园
徐家汇 漕溪北路737弄"
72189元/㎡,305万,42.25㎡,"青松小区
徐家汇 东安路50弄1-14号"
128410元/㎡,800万,62.3㎡,"紫阳路90号
徐家汇 紫阳路90号"
162819元/㎡,4380万,269.01㎡,"徐汇中凯城市之光
徐家汇 南丹路377弄"
80851元/㎡,456万,56.4㎡,"谨斜小区
徐家汇 谨斜小区"
119743元/㎡,1680万,140.3㎡,"四季园
徐家汇 东安路149弄1-8号"
89420元/㎡,808万,90.36㎡,"实业公寓
徐家汇 漕溪北路28号、漕溪北路38号"
79641元/㎡,320万,40.18㎡,"番禺小区
徐家汇 番禺路800弄"
90544元/㎡,1130万,124.8㎡,"创世纪花园
徐家汇 零陵路789弄"
89889元/㎡,1426万,158.64㎡,"莱诗邸
徐家汇 南丹东路223弄"
86456元/㎡,1098万,127㎡,"徐家汇花园
徐家汇 宛平南路255弄"
97656元/㎡,500万,51.2㎡,"气象小区
徐家汇 怀安街71弄"
78005元/㎡,870万,111.53㎡,"海螺花园
徐家汇 宛平南路388弄"
100475元/㎡,1520万,151.28㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
112600元/㎡,1680万,149.2㎡,"亚都国际名园
徐家汇 南丹东路300弄"
76756元/㎡,568万,74㎡,"尚谊小区
徐家汇 斜土路1855弄"
78571元/㎡,880万,112㎡,"实业公寓
徐家汇 漕溪北路28号、漕溪北路38号"
87628元/㎡,850万,97㎡,"新汇公寓
徐家汇 宛平南路99弄1-3号"
103716元/㎡,1200万,115.7㎡,"鑫国家园
徐家汇 零陵路777弄"
89977元/㎡,1010万,112.25㎡,"亚都国际名园
徐家汇 南丹东路300弄"
65524元/㎡,455万,69.44㎡,"斜土路2200弄公房
徐家汇 斜土路2200弄公房"
86177元/㎡,798万,92.6㎡,"南天大楼
徐家汇 天钥桥路191弄1-4号"
114361元/㎡,2150万,188㎡,"汇宁花园
徐家汇 淮海西路183弄"
90313元/㎡,1200万,132.87㎡,"上海五月天
徐家汇 天钥桥路500弄"
67499元/㎡,1000万,148.15㎡,"玉兰花苑
徐家汇 蒲汇塘路50弄"
112436元/㎡,1150万,102.28㎡,"莱诗邸
徐家汇 南丹东路223弄"
82062元/㎡,436万,53.13㎡,"零陵小区
徐家汇 零陵小区"
97384元/㎡,1560万,160.19㎡,"兆丰帝景苑
徐家汇 肇嘉浜路999弄、肇嘉浜路889号"
102017元/㎡,708万,69.4㎡,"汇贤雅居
徐家汇 南丹路368弄"
68592元/㎡,425万,61.96㎡,"东安三村
徐家汇 零陵路368弄"
121986元/㎡,668万,54.76㎡,"明华苑
徐家汇 南丹路138弄"
114131元/㎡,1100万,96.38㎡,"颐峰苑
徐家汇 汇站街126弄"
80330元/㎡,350万,43.57㎡,"泰东新村
徐家汇 天钥桥路380弄1-12号"
58868元/㎡,695万,118.06㎡,"四季园
徐家汇 东安路149弄1-8号"
142734元/㎡,3000万,210.18㎡,"东方曼哈顿
徐家汇 虹桥路168号"
139306元/㎡,3800万,272.78㎡,"徐汇中凯城市之光
徐家汇 南丹路377弄"
107142元/㎡,1200万,112㎡,"实业公寓
徐家汇 漕溪北路28号、漕溪北路38号"
106789元/㎡,950万,88.96㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
100779元/㎡,3360万,333.4㎡,"徐汇中凯城市之光
徐家汇 南丹路377弄"
78116元/㎡,856万,109.58㎡,"徐家汇花园
徐家汇 宛平南路255弄"
47226元/㎡,458万,96.98㎡,"爱邦大厦写字楼小区
徐家汇 零陵路585号"
62500元/㎡,850万,136㎡,"广汇花苑
徐家汇 东安路271弄1-2号"
100703元/㎡,1590万,157.89㎡,"兆丰帝景苑
徐家汇 肇嘉浜路999弄、肇嘉浜路889号"
113434元/㎡,1720万,151.63㎡,"虹桥乐庭
徐家汇 虹桥路666弄5-18号"
85833元/㎡,1030万,120㎡,"徐家汇花园
徐家汇 宛平南路255弄"
108563元/㎡,535万,49.28㎡,"虹二小区
徐家汇 虹桥路693弄、番禺路998号"
81547元/㎡,780万,95.65㎡,"阳光名苑
徐家汇 斜土路2099弄"
78131元/㎡,388万,49.66㎡,"零陵小区
徐家汇 零陵小区"
102773元/㎡,352万,34.25㎡,"凯旋一村
徐家汇 凯旋一村1-37号"
100779元/㎡,3360万,333.4㎡,"徐汇中凯城市之光
徐家汇 南丹路377弄"
84382元/㎡,865万,102.51㎡,"徐家汇花园
徐家汇 宛平南路255弄"
98261元/㎡,1600万,162.83㎡,"莱诗邸
徐家汇 南丹东路223弄"
84729元/㎡,455万,53.7㎡,"徐虹北路28弄公房
徐家汇 徐虹北路28弄"
130078元/㎡,1780万,136.84㎡,"东方曼哈顿
徐家汇 虹桥路168号"
79745元/㎡,752万,94.3㎡,"红旗教师公寓
徐家汇 红旗教师公寓"
87364元/㎡,699万,80.01㎡,"电影华苑
徐家汇 零陵路751弄"
91981元/㎡,850万,92.41㎡,"阳光名苑
徐家汇 斜土路2099弄"
82878元/㎡,395万,47.66㎡,"东安四村
徐家汇 宛平南路727弄"
80780元/㎡,480万,59.42㎡,"斜土路2200弄公房
徐家汇 斜土路2200弄公房"
129578元/㎡,1500万,115.76㎡,"徐虹华庭
徐家汇 徐虹北路5弄"
92429元/㎡,1050万,113.6㎡,"鑫国家园
徐家汇 零陵路777弄"
70697元/㎡,780万,110.33㎡,"南溪公寓
徐家汇 天钥桥路380弄36-38号"
84253元/㎡,900万,106.82㎡,"交大公寓
徐家汇 虹桥路550号"
82975元/㎡,1450万,174.75㎡,"永新花苑
徐家汇 肇嘉浜路1029弄、辛耕路100弄"
110723元/㎡,1650万,149.02㎡,"莱诗邸
徐家汇 南丹东路223弄"
87881元/㎡,1475万,167.84㎡,"徐家汇花园
徐家汇 宛平南路255弄"
83691元/㎡,720万,86.03㎡,"青松小区
徐家汇 东安路50弄1-14号"
78112元/㎡,399万,51.08㎡,"枫林大楼
徐家汇 肇嘉浜路661-665号"
112189元/㎡,1549万,138.07㎡,"虹桥丽园
徐家汇 虹桥路591弄"
64452元/㎡,520万,80.68㎡,"吴东小区
徐家汇 吴中东路500弄"
81064元/㎡,393万,48.48㎡,"乐山四五村
徐家汇 乐山路12弄1-30号"
101741元/㎡,520万,51.11㎡,"徐虹北路28弄公房
徐家汇 徐虹北路28弄"
76253元/㎡,1130万,148.19㎡,"泰德花苑
徐家汇 裕德路92弄18号"
135154元/㎡,1850万,136.88㎡,"凯旋花苑
徐家汇 中漕路111号"
73199元/㎡,369万,50.41㎡,"东安三村
徐家汇 零陵路368弄"
101658元/㎡,380万,37.38㎡,"南丹小区
徐家汇 南丹小区"
85772元/㎡,1055万,123㎡,"徐家汇花园
徐家汇 宛平南路255弄"
79872元/㎡,1250万,156.5㎡,"四季园
徐家汇 东安路149弄1-8号"
109644元/㎡,955万,87.1㎡,"汇翠花园
徐家汇 漕溪北路737弄"
97839元/㎡,480万,49.06㎡,"气象小区
徐家汇 怀安街71弄"
78439元/㎡,1480万,188.68㎡,"汇翠花园
徐家汇 漕溪北路737弄"
70287元/㎡,462万,65.73㎡,"王家堂小区
徐家汇 斜土路2561弄、南丹东路100弄"
85730元/㎡,1320万,153.97㎡,"徐家汇花园
徐家汇 宛平南路255弄"
69908元/㎡,841万,120.3㎡,"青松小区
徐家汇 东安路50弄1-14号"
74100元/㎡,715万,96.49㎡,"锦蝶苑
徐家汇 斜土路2096弄"
73219元/㎡,625万,85.36㎡,"青松小区
徐家汇 东安路50弄1-14号"
71654元/㎡,498万,69.5㎡,"科汇公寓
徐家汇 天钥桥路69弄1-3号"
129198元/㎡,2350万,181.89㎡,"虹桥乐庭
徐家汇 虹桥路666弄5-18号"
98089元/㎡,1520万,154.96㎡,"天际花园
徐家汇 南丹东路99弄1-22号"
129671元/㎡,2290万,176.6㎡,"徐家汇花园
徐家汇 宛平南路255弄"
81263元/㎡,1129万,138.93㎡,"徐家汇花园
徐家汇 宛平南路255弄"
79185元/㎡,350万,44.2㎡,"王家堂小区
徐家汇 斜土路2561弄、南丹东路100弄"
90869元/㎡,1250万,137.56㎡,"青之杰花园
徐家汇 虹桥路178弄、宜山路55号"
51546元/㎡,500万,97㎡,"徐虹大楼
徐家汇 古宜路170弄、古宜路180弄"
76942元/㎡,305万,39.64㎡,"肇嘉浜路853弄小区
徐家汇 肇嘉浜路853弄55支弄"
72029元/㎡,428万,59.42㎡,"斜土路2200弄公房
徐家汇 斜土路2200弄公房"
79088元/㎡,1180万,149.2㎡,"亚都国际名园
徐家汇 南丹东路300弄"
74952元/㎡,825万,110.07㎡,"科乐苑
徐家汇 斜土路2084弄"
88947元/㎡,1080万,121.42㎡,"徐汇御苑
徐家汇 东安路251弄"
96645元/㎡,340万,35.18㎡,"中原新村
徐家汇 中漕路38弄"
66504元/㎡,685万,103㎡,"徐虹大楼
徐家汇 古宜路170弄、古宜路180弄"
100554元/㎡,1160万,115.36㎡,"徐虹华庭
徐家汇 徐虹北路5弄"
97183元/㎡,1180万,121.42㎡,"徐汇御苑
徐家汇 东安路251弄"
79073元/㎡,1157万,146.32㎡,"创世纪花园
徐家汇 零陵路789弄"
68101元/㎡,658万,96.62㎡,"锦蝶苑
徐家汇 斜土路2096弄"
99818元/㎡,550万,55.1㎡,"凯旋一村
徐家汇 凯旋一村1-37号"
112778元/㎡,1135万,100.64㎡,"徐虹华庭
徐家汇 徐虹北路5弄"
135959元/㎡,2050万,150.78㎡,"东方曼哈顿
徐家汇 虹桥路168号"
97099元/㎡,375万,38.62㎡,"南宜花苑
徐家汇 宜山路408弄1-22号"
86527元/㎡,885万,102.28㎡,"莱诗邸
徐家汇 南丹东路223弄"
92007元/㎡,335万,36.41㎡,"斜土路2200弄公房
徐家汇 斜土路2200弄公房"
102320元/㎡,388万,37.92㎡,"南丹小区
徐家汇 南丹小区"
98522元/㎡,1500万,152.25㎡,"徐汇御苑
徐家汇 东安路251弄"
79012元/㎡,698万,88.34㎡,"红旗教师公寓
徐家汇 红旗教师公寓"
102963元/㎡,1150万,111.69㎡,"徐虹华庭
徐家汇 徐虹北路5弄"
88216元/㎡,1260万,142.83㎡,"泰德花苑
徐家汇 裕德路92弄18号"
109620元/㎡,1430万,130.45㎡,"同汇苑
徐家汇 斜土路2455弄"
82775元/㎡,1150万,138.93㎡,"徐家汇花园
徐家汇 宛平南路255弄"
82318元/㎡,399万,48.47㎡,"乐山四五村
徐家汇 乐山路12弄1-30号"
65439元/㎡,398万,60.82㎡,"东安四村
徐家汇 宛平南路727弄"
115735元/㎡,1268万,109.56㎡,"四季园
徐家汇 东安路149弄1-8号"
70859元/㎡,258万,36.41㎡,"斜土路2200弄公房
徐家汇 斜土路2200弄公房"
81526元/㎡,1068万,131㎡,"徐家汇花园
徐家汇 宛平南路255弄"
96975元/㎡,1180万,121.68㎡,"徐汇御苑
徐家汇 东安路251弄"
97368元/㎡,1380万,141.73㎡,"徐家汇花园
徐家汇 宛平南路255弄"
73387元/㎡,455万,62㎡,"谨斜小区
徐家汇 谨斜小区"
71053元/㎡,460万,64.74㎡,"乐山大楼
徐家汇 乐山路25弄、乐山路3号"
98960元/㎡,1800万,181.89㎡,"虹桥乐庭
徐家汇 虹桥路666弄5-18号"
113664元/㎡,460万,40.47㎡,"裕德路66弄小区
徐家汇 裕德路66弄"
103737元/㎡,1360万,131.1㎡,"东方曼哈顿
徐家汇 虹桥路168号"
65131元/㎡,430万,66.02㎡,"虹桥大楼
徐家汇 虹桥路411弄、秀山路7弄、秀山路15弄"
76084元/㎡,858万,112.77㎡,"华中大厦
徐家汇 吴中东路588号"
77214元/㎡,550万,71.23㎡,"南天大楼
徐家汇 天钥桥路191弄1-4号"
80645元/㎡,380万,47.12㎡,"东安三村
徐家汇 零陵路368弄"
