price_m2,price,m2,location
90714元/㎡,2500万,275.59㎡,龙华 尚海湾豪庭
142658元/㎡,2150万,150.71㎡,龙华 宾阳路18弄(沪闵路路口)
69021元/㎡,600万,86.93㎡,龙华 龙漕路58弄
95986元/㎡,880万,91.68㎡,龙华 龙华路3208弄1-32号
86715元/㎡,1000万,115.32㎡,龙华 宾阳路28弄
76730元/㎡,520万,67.77㎡,龙华 龙华西路21弄70-79号
179583元/㎡,3200万,178.19㎡,龙华 宛平南路1188号
89015元/㎡,1128万,126.72㎡,龙华 龙华路2518弄1-78号
66212元/㎡,360万,54.37㎡,龙华 三江路301弄
67954元/㎡,830万,122.14㎡,龙华 漕溪路167弄1-2号
108261元/㎡,1600万,147.79㎡,龙华 田东路258弄、漕东支路218弄
65437元/㎡,259万,39.58㎡,龙华 漕东支路438弄
92081元/㎡,2600万,282.36㎡,龙华 尚海湾豪庭
70896元/㎡,390万,55.01㎡,龙华 龙华西路81弄1-66号
70473元/㎡,490万,69.53㎡,龙华 龙华路1837弄
85616元/㎡,1000万,116.8㎡,龙华 田东路377弄
106247元/㎡,3000万,282.36㎡,龙华 尚海湾豪庭
114882元/㎡,1750万,152.33㎡,龙华 宾阳路18弄、宾南路19弄
113440元/㎡,1418万,125㎡,龙华 宾阳路18弄(沪闵路路口)
103617元/㎡,885万,85.41㎡,龙华 南宁路501弄
109052元/㎡,836万,76.66㎡,龙华 宾阳路62弄
147207元/㎡,2480万,168.47㎡,龙华 云锦路183弄
70422元/㎡,650万,92.3㎡,龙华 漕溪路125弄
125796元/㎡,849万,67.49㎡,龙华 龙华路2518弄1-78号
76640元/㎡,355万,46.32㎡,龙华 中山南二路1023弄
75964元/㎡,378万,49.76㎡,龙华 宛平南路905弄
74373元/㎡,2100万,282.36㎡,龙华 尚海湾豪庭
76652元/㎡,370万,48.27㎡,龙华 龙华西路81弄1-66号
69884元/㎡,236万,33.77㎡,龙华 龙吴路11弄
105799元/㎡,1049万,99.15㎡,龙华 龙华路3208弄1-32号
92531元/㎡,1400万,151.3㎡,龙华 田东路258弄、漕东支路218弄
112724元/㎡,978万,86.76㎡,龙华 三江路88弄
213697元/㎡,8200万,383.72㎡,龙华 龙启路377弄
82089元/㎡,495万,60.3㎡,龙华 龙吴路9弄
84540元/㎡,648万,76.65㎡,龙华 宾阳路62弄
105799元/㎡,1049万,99.15㎡,龙华 龙华路3208弄1-32号
154343元/㎡,2100万,136.06㎡,龙华 云锦路183弄
109313元/㎡,750万,68.61㎡,龙华 云锦路201弄1-42号
164124元/㎡,1700万,103.58㎡,龙华 尚海湾豪庭
65849元/㎡,650万,98.71㎡,龙华 漕溪路125弄
175779元/㎡,2620万,149.05㎡,龙华 东安路800弄
139360元/㎡,1788万,128.3㎡,龙华 尚海湾豪庭
104680元/㎡,1400万,133.74㎡,龙华 龙华路2518弄1-78号
82677元/㎡,410万,49.59㎡,龙华 云锦路201弄1-42号
150956元/㎡,2250万,149.05㎡,龙华 东安路800号
168394元/㎡,3200万,190.03㎡,龙华 龙兰路388弄、龙兰路399弄
83350元/㎡,1199万,143.85㎡,龙华 三江路88弄
76032元/㎡,1550万,203.86㎡,龙华 龙华路3208弄1-32号
56113元/㎡,850万,151.48㎡,龙华 田东路258弄、漕东支路218弄
69488元/㎡,330万,47.49㎡,龙华 三江路301弄
64247元/㎡,850万,132.3㎡,龙华 宾阳路50弄1-11号
77639元/㎡,1050万,135.24㎡,龙华 龙华西路398弄1-3号
83429元/㎡,798万,95.65㎡,龙华 漕溪路125弄
138131元/㎡,1850万,133.93㎡,龙华 宾阳路18弄(沪闵路路口)
97773元/㎡,830万,84.89㎡,龙华 南宁路501弄
106592元/㎡,1300万,121.96㎡,龙华 田东路258弄、漕东支路218弄
79374元/㎡,1290万,162.52㎡,龙华 宾阳路62弄
81081元/㎡,3000万,370㎡,龙华 云锦路183弄
69295元/㎡,420万,60.61㎡,龙华 龙漕路200弄小区
90714元/㎡,2500万,275.59㎡,龙华 尚海湾豪庭
126582元/㎡,970万,76.63㎡,龙华 天钥桥路968弄
114368元/㎡,1100万,96.18㎡,龙华 宾阳路18弄(沪闵路路口)
106592元/㎡,1300万,121.96㎡,龙华 田东路258弄、漕东支路218弄
148913元/㎡,1700万,114.16㎡,龙华 云锦路183弄
59782元/㎡,550万,92㎡,龙华 石龙路818弄
93030元/㎡,1280万,137.59㎡,龙华 龙华路2518弄1-78号
105799元/㎡,1049万,99.15㎡,龙华 龙华路3208弄1-32号
86105元/㎡,730万,84.78㎡,龙华 龙华路3166弄
103226元/㎡,1350万,130.78㎡,龙华 天钥桥路968弄
143151元/㎡,3200万,223.54㎡,龙华 尚海湾豪庭
158135元/㎡,1900万,120.15㎡,龙华 徐汇东安路888号
79958元/㎡,385万,48.15㎡,龙华 中山南二路925弄
201106元/㎡,4000万,198.9㎡,龙华 龙兰路388弄、龙兰路399弄
127310元/㎡,2300万,180.66㎡,龙华 云锦路183弄
103987元/㎡,412万,39.62㎡,龙华 丰谷路260弄、丰谷路300弄
182660元/㎡,4300万,235.41㎡,龙华 瑞宁路908弄
86563元/㎡,440万,50.83㎡,龙华 金龙花苑牡丹园
54782元/㎡,630万,115㎡,龙华 龙华路3208弄1-32号
135372元/㎡,1390万,102.68㎡,龙华 尚海湾豪庭
70549元/㎡,699万,99.08㎡,龙华 龙华路3166弄
76598元/㎡,508万,66.32㎡,龙华 丰谷路205弄
58361元/㎡,275万,47.12㎡,龙华 漕东路250号
69021元/㎡,600万,86.93㎡,龙华 龙漕路58弄
66058元/㎡,500万,75.69㎡,龙华 龙漕路51弄2号
88072元/㎡,1228万,139.43㎡,龙华 龙华路2518弄1-78号
99344元/㎡,1000万,100.66㎡,龙华 天钥桥路968弄
71027元/㎡,278万,39.14㎡,龙华 上缝小区
92086元/㎡,988万,107.29㎡,龙华 龙华路2518弄1-78号
75610元/㎡,350万,46.29㎡,龙华 龙华西路81弄1-66号
113751元/㎡,2800万,246.15㎡,龙华 云锦路183弄
112776元/㎡,4250万,376.85㎡,龙华 天钥桥路968弄
187856元/㎡,2800万,149.05㎡,龙华 东安路800弄
150536元/㎡,2680万,178.03㎡,龙华 宾阳路18弄(沪闵路路口)
65917元/㎡,258万,39.14㎡,龙华 上缝小区
141581元/㎡,1950万,137.73㎡,龙华 宾阳路18弄(沪闵路路口)
120654元/㎡,1180万,97.8㎡,龙华 宾阳路18弄(沪闵路路口)
54118元/㎡,728万,134.52㎡,龙华 老沪闵路581号、石龙路980弄
87981元/㎡,530万,60.24㎡,龙华 三江路301弄
45194元/㎡,348万,77㎡,龙华 老沪闵路150弄、老沪闵路160弄
67954元/㎡,830万,122.14㎡,龙华 漕溪路167弄1-2号
168303元/㎡,2999万,178.19㎡,龙华 宛平南路1188号
149642元/㎡,3100万,207.16㎡,龙华 宛平南路1188号
95299元/㎡,890万,93.39㎡,龙华 中山南二路1057弄
64231元/㎡,255万,39.7㎡,龙华 漕溪四村50-78号
84249元/㎡,1188万,141.01㎡,龙华 龙华西路398弄1-3号
168085元/㎡,3100万,184.43㎡,龙华 云锦路183弄
56563元/㎡,315万,55.69㎡,龙华 龙漕路135弄
176272元/㎡,1150万,65.24㎡,龙华 尚海湾豪庭
81949元/㎡,888万,108.36㎡,龙华 龙吴路288弄
115063元/㎡,1530万,132.97㎡,龙华 三江路88弄
177750元/㎡,2280万,128.27㎡,龙华 云锦路183弄
90723元/㎡,1335万,147.15㎡,龙华 三江路88弄
90958元/㎡,1000万,109.94㎡,龙华 龙华西路398弄1-3号
73330元/㎡,190万,25.91㎡,龙华 宛平南路中山南二路
72906元/㎡,430万,58.98㎡,龙华 上缝小区
90413元/㎡,249万,27.54㎡,龙华 宛平南路中山南二路
130179元/㎡,1530万,117.53㎡,龙华 尚海湾豪庭
75522元/㎡,755万,99.97㎡,龙华 龙华路3208弄1-32号
71538元/㎡,280万,39.14㎡,龙华 上缝小区
68400元/㎡,710万,103.8㎡,龙华 漕东支路111弄
70870元/㎡,599万,84.52㎡,龙华 龙华路3166弄
139360元/㎡,1788万,128.3㎡,龙华 尚海湾豪庭
58358元/㎡,325万,55.69㎡,龙华 上缝小区
80058元/㎡,772万,96.43㎡,龙华 漕溪路125弄
76697元/㎡,680万,88.66㎡,龙华 龙吴路15弄1-9号
69313元/㎡,660万,95.22㎡,龙华 龙华路3166弄
191453元/㎡,2500万,130.58㎡,龙华 云锦路183弄
79710元/㎡,286万,35.88㎡,龙华 宛南二村
95541元/㎡,1260万,131.88㎡,龙华 田东路258弄、漕东支路218弄
117855元/㎡,2000万,169.7㎡,龙华 尚海湾豪庭
83429元/㎡,798万,95.65㎡,龙华 漕溪路125弄
84768元/㎡,1280万,151㎡,龙华 田东路258弄、漕东支路218弄
67124元/㎡,430万,64.06㎡,龙华 龙漕路245弄
99093元/㎡,306万,30.88㎡,龙华 中山南二路2001弄、中山南二路2031号
124843元/㎡,1599万,128.08㎡,龙华 尚海湾豪庭
80526元/㎡,600万,74.51㎡,龙华 龙漕路135弄
83527元/㎡,718万,85.96㎡,龙华 宾阳路62弄
61418元/㎡,600万,97.69㎡,龙华 龙漕路51弄3号
71995元/㎡,880万,122.23㎡,龙华 田东路258弄、漕东支路218弄
101554元/㎡,490万,48.25㎡,龙华 天钥桥路907弄
76647元/㎡,600万,78.28㎡,龙华 漕溪路125弄
89920元/㎡,430万,47.82㎡,龙华 双峰路宛平南路
108628元/㎡,1580万,145.45㎡,龙华 田东路258弄、漕东支路218弄
78108元/㎡,380万,48.65㎡,龙华 龙漕路66弄
181810元/㎡,4280万,235.41㎡,龙华 瑞宁路908弄
108735元/㎡,1200万,110.36㎡,龙华 宾阳路18弄(沪闵路路口)
123099元/㎡,2300万,186.84㎡,龙华 云锦路183弄
151941元/㎡,2000万,131.63㎡,龙华 天钥桥南路999弄
74074元/㎡,800万,108㎡,龙华 龙恒路280弄
85934元/㎡,245万,28.51㎡,龙华 天钥桥路907弄
132396元/㎡,1300万,98.19㎡,龙华 宾阳路18弄、宾南路19弄
84289元/㎡,999万,118.52㎡,龙华 龙华西路398弄1-3号
59790元/㎡,400万,66.9㎡,龙华 龙漕路135弄
76997元/㎡,399万,51.82㎡,龙华 三江路301弄
87500元/㎡,1190万,136㎡,龙华 田东路258弄、漕东支路218弄
102396元/㎡,1192万,116.41㎡,龙华 龙华西路398弄1-3号
66746元/㎡,950万,142.33㎡,龙华 漕东支路111弄
154868元/㎡,2750万,177.57㎡,龙华 宛平南路1188号
90268元/㎡,935万,103.58㎡,龙华 龙华路3208弄1-32号
190844元/㎡,7800万,408.71㎡,龙华 龙兰路388弄、龙兰路399弄
136602元/㎡,1610万,117.86㎡,龙华 宾阳路18弄、宾南路19弄
86179元/㎡,550万,63.82㎡,龙华 云锦路50弄1-58号、云锦路80弄
95299元/㎡,890万,93.39㎡,龙华 中山南二路1057弄
100601元/㎡,1070万,106.36㎡,龙华 三江路88弄
50108元/㎡,300万,59.87㎡,龙华 上缝小区
115667元/㎡,440万,38.04㎡,龙华 天钥桥路907弄
59189元/㎡,600万,101.37㎡,龙华 龙漕路160弄
118074元/㎡,1999万,169.3㎡,龙华 尚海湾豪庭
99740元/㎡,1075万,107.78㎡,龙华 龙华路2518弄1-78号
151547元/㎡,2800万,184.76㎡,龙华 云锦路183弄
72693元/㎡,850万,116.93㎡,龙华 龙华西路591弄
79826元/㎡,700万,87.69㎡,龙华 龙华西路535弄
79189元/㎡,750万,94.71㎡,龙华 宾阳路50弄1-11号
99037元/㎡,1328万,134.09㎡,龙华 龙华路2518弄1-78号
139340元/㎡,2100万,150.71㎡,龙华 宾阳路18弄(沪闵路路口)
71456元/㎡,360万,50.38㎡,龙华 漕东路100号
121495元/㎡,1599万,131.61㎡,龙华 宛平南路921弄
92303元/㎡,608万,65.87㎡,龙华 云锦路50弄1-58号、云锦路80弄
64698元/㎡,780万,120.56㎡,龙华 田东路69弄
164682元/㎡,3098万,188.12㎡,龙华 天钥桥南路999弄
39743元/㎡,310万,78㎡,龙华 老沪闵路150弄、老沪闵路160弄
58461元/㎡,456万,78㎡,龙华 老沪闵路581号、石龙路980弄
82802元/㎡,650万,78.5㎡,龙华 丰谷路220弄
163324元/㎡,3380万,206.95㎡,龙华 云锦路183弄
99085元/㎡,1300万,131.2㎡,龙华 龙华路3208弄1-32号
55937元/㎡,358万,64㎡,龙华 老沪闵路581号、石龙路980弄
54871元/㎡,428万,78㎡,龙华 老沪闵路150弄、老沪闵路160弄
97098元/㎡,830万,85.48㎡,龙华 南宁路501弄
142603元/㎡,1930万,135.34㎡,龙华 宾阳路18弄、宾南路19弄
106592元/㎡,1300万,121.96㎡,龙华 田东路258弄、漕东支路218弄
106699元/㎡,1650万,154.64㎡,龙华 宾阳路18弄(沪闵路路口)
91749元/㎡,1350万,147.14㎡,龙华 三江路88弄
97886元/㎡,440万,44.95㎡,龙华 宛平南路中山南二路
65163元/㎡,370万,56.78㎡,龙华 龙华西路31弄1-51号
67427元/㎡,260万,38.56㎡,龙华 上缝小区
71961元/㎡,270万,37.52㎡,龙华 漕溪四村50-78号
120801元/㎡,2050万,169.7㎡,龙华 恒盛尚海湾豪庭
76243元/㎡,328万,43.02㎡,龙华 龙吴路11弄
73035元/㎡,620万,84.89㎡,龙华 南宁路501弄
86463元/㎡,290万,33.54㎡,龙华 宛南二村
135618元/㎡,1250万,92.17㎡,龙华 宾阳路18弄、宾南路19弄
123567元/㎡,550万,44.51㎡,龙华 天钥桥路905弄
63873元/㎡,250万,39.14㎡,龙华 上缝小区
59846元/㎡,210万,35.09㎡,龙华 上缝小区
85561元/㎡,400万,46.75㎡,龙华 宛南二村
92993元/㎡,1180万,126.89㎡,龙华 龙华西路591弄
72065元/㎡,420万,58.28㎡,龙华 龙漕路135弄
68612元/㎡,550万,80.16㎡,龙华 龙华西路315弄
79981元/㎡,680万,85.02㎡,龙华 龙华西路315弄
76997元/㎡,399万,51.82㎡,龙华 三江路301弄
78108元/㎡,380万,48.65㎡,龙华 龙漕路66弄
182660元/㎡,4300万,235.41㎡,龙华 瑞宁路908弄
79843元/㎡,999万,125.12㎡,龙华 龙华西路591弄
115740元/㎡,1250万,108㎡,龙华 宾阳路18弄(沪闵路路口)
86339元/㎡,596万,69.03㎡,龙华 云锦路201弄1-42号
91565元/㎡,888万,96.98㎡,龙华 三江路88弄
123809元/㎡,2600万,210㎡,龙华 宛平南路1188号
70870元/㎡,599万,84.52㎡,龙华 龙华路3166弄
101554元/㎡,490万,48.25㎡,龙华 天钥桥路907弄
88316元/㎡,895万,101.34㎡,龙华 南宁路501弄
75841元/㎡,480万,63.29㎡,龙华 三江路301弄
58572元/㎡,398万,67.95㎡,龙华 石龙路332弄
70394元/㎡,355万,50.43㎡,龙华 宛南二村
59464元/㎡,420万,70.63㎡,龙华 田东路66弄、田东路78弄
83822元/㎡,600万,71.58㎡,龙华 老沪闵路150弄、老沪闵路160弄
67954元/㎡,830万,122.14㎡,龙华 漕溪路167弄1-2号
132395元/㎡,1430万,108.01㎡,龙华 宾阳路18弄、宾南路19弄
43859元/㎡,500万,114㎡,龙华 石龙路818弄
80659元/㎡,450万,55.79㎡,龙华 漕溪路125弄
210829元/㎡,4100万,194.47㎡,龙华 云锦路183弄
45098元/㎡,230万,51㎡,龙华 老沪闵路150弄、老沪闵路160弄
126467元/㎡,1400万,110.7㎡,龙华 宛平南路1518弄
58823元/㎡,458万,77.86㎡,龙华 龙漕路135弄
94531元/㎡,1300万,137.52㎡,龙华 宾阳路18弄(沪闵路路口)
74936元/㎡,850万,113.43㎡,龙华 中山南二路777弄
71626元/㎡,800万,111.69㎡,龙华 宾阳路50弄1-11号
79623元/㎡,1050万,131.87㎡,龙华 龙漕路221弄
184516元/㎡,3680万,199.44㎡,龙华 龙兰路388弄、龙兰路399弄
68907元/㎡,894万,129.74㎡,龙华 中山南二路777弄
66058元/㎡,500万,75.69㎡,龙华 龙漕路51弄2号
154227元/㎡,4600万,298.26㎡,龙华 瑞宁路908弄
77087元/㎡,1010万,131.02㎡,龙华 漕东支路111弄
112498元/㎡,1090万,96.89㎡,龙华 宾阳路18弄(沪闵路路口)
133166元/㎡,1600万,120.15㎡,龙华 徐汇东安路888号
79981元/㎡,680万,85.02㎡,龙华 龙华西路315弄
65416元/㎡,600万,91.72㎡,龙华 龙吴路338弄
52942元/㎡,950万,179.44㎡,龙华 三江路88弄
145439元/㎡,1400万,96.26㎡,龙华 云锦路183弄
56666元/㎡,680万,120㎡,龙华 石龙路818弄
97079元/㎡,1220万,125.67㎡,龙华 天钥桥路968弄
73364元/㎡,850万,115.86㎡,龙华 龙华路3166弄
101425元/㎡,1800万,177.47㎡,龙华 宾阳路18弄(沪闵路路口)
77406元/㎡,998万,128.93㎡,龙华 龙华路2518弄1-78号
77777元/㎡,1099万,141.3㎡,龙华 龙华西路591弄
70560元/㎡,650万,92.12㎡,龙华 漕溪路125弄
163357元/㎡,1950万,119.37㎡,龙华 尚海湾豪庭
105591元/㎡,1150万,108.91㎡,龙华 龙吴路288弄
150536元/㎡,2680万,178.03㎡,龙华 宾阳路18弄(沪闵路路口)
91677元/㎡,586万,63.92㎡,龙华 南宁路501弄
80857元/㎡,400万,49.47㎡,龙华 丰谷路205弄
56535元/㎡,718万,127㎡,龙华 石龙路818弄
72480元/㎡,310万,42.77㎡,龙华 金龙花苑牡丹园
86237元/㎡,720万,83.49㎡,龙华 龙华西路398弄1-3号
97861元/㎡,1350万,137.95㎡,龙华 宾阳路18弄(沪闵路路口)
76349元/㎡,420万,55.01㎡,龙华 龙华西路81弄1-66号
153858元/㎡,2899万,188.42㎡,龙华 天钥桥南路999弄
69872元/㎡,478万,68.41㎡,龙华 中山南二路2001弄、中山南二路2031号
90797元/㎡,1550万,170.71㎡,龙华 三江路88弄
115350元/㎡,1548万,134.2㎡,龙华 龙华路2518弄1-78号
44905元/㎡,320万,71.26㎡,龙华 老沪闵路150弄、老沪闵路160弄
101783元/㎡,1250万,122.81㎡,龙华 天钥桥路968弄
85537元/㎡,650万,75.99㎡,龙华 云锦路201弄1-42号
95395元/㎡,665万,69.71㎡,龙华 金龙花苑牡丹园
130179元/㎡,1530万,117.53㎡,龙华 尚海湾豪庭
62686元/㎡,420万,67㎡,龙华 宛平南路中山南二路
100690元/㎡,1050万,104.28㎡,龙华 宛平南路921弄
91948元/㎡,1150万,125.07㎡,龙华 天钥桥路968弄
71549元/㎡,928万,129.7㎡,龙华 中山南二路777弄
88495元/㎡,1250万,141.25㎡,龙华 宾阳路28弄
74325元/㎡,810万,108.98㎡,龙华 中山南二路925弄
124843元/㎡,1599万,128.08㎡,龙华 尚海湾豪庭
61904元/㎡,650万,105㎡,龙华 漕东路30弄
131209元/㎡,2380万,181.39㎡,龙华 云锦路183弄
80854元/㎡,1030万,127.39㎡,龙华 龙漕路58弄
88630元/㎡,1400万,157.96㎡,龙华 三江路88弄
72358元/㎡,400万,55.28㎡,龙华 金龙花苑牡丹园
103923元/㎡,2000万,192.45㎡,龙华 尚海湾豪庭
76837元/㎡,347万,45.16㎡,龙华 龙漕路135弄
134507元/㎡,3680万,273.59㎡,龙华 恒盛尚海湾豪庭
49900元/㎡,200万,40.08㎡,龙华 漕东路250号
74610元/㎡,618万,82.83㎡,龙华 中山南二路1057弄
55119元/㎡,1200万,217.71㎡,龙华 三江路88弄
105222元/㎡,1350万,128.3㎡,龙华 徐汇东安路888号
96296元/㎡,1300万,135㎡,龙华 尚海湾豪庭
71933元/㎡,600万,83.41㎡,龙华 漕溪路125弄
94437元/㎡,1270万,134.48㎡,龙华 龙华西路398弄1-3号
42337元/㎡,326万,77㎡,龙华 老沪闵路150弄、老沪闵路160弄
139640元/㎡,2580万,184.76㎡,龙华 云锦路183弄
69401元/㎡,2000万,288.18㎡,龙华 东安路800号
75714元/㎡,530万,70㎡,龙华 金龙花苑牡丹园
67064元/㎡,450万,67.1㎡,龙华 徐汇东安路888号
57708元/㎡,350万,60.65㎡,龙华 漕东路100号
111518元/㎡,1400万,125.54㎡,龙华 龙华路2518弄1-78号
100179元/㎡,835万,83.35㎡,龙华 南宁路501弄
155620元/㎡,1498万,96.26㎡,龙华 云锦路183弄
120785元/㎡,1150万,95.21㎡,龙华 南宁路501弄
45138元/㎡,325万,72㎡,龙华 老沪闵路150弄、老沪闵路160弄
212529元/㎡,8688万,408.79㎡,龙华 龙兰路388弄、龙兰路399弄
125914元/㎡,1360万,108.01㎡,龙华 宾阳路18弄(沪闵路路口)
120203元/㎡,2290万,190.51㎡,龙华 天钥桥路968弄
111748元/㎡,1850万,165.55㎡,龙华 宾阳路18弄、宾南路19弄
78324元/㎡,980万,125.12㎡,龙华 龙华西路591弄
78606元/㎡,650万,82.69㎡,龙华 龙漕路221弄
66942元/㎡,550万,82.16㎡,龙华 龙华西路345弄
75610元/㎡,350万,46.29㎡,龙华 龙华西路81弄1-66号
160406元/㎡,3600万,224.43㎡,龙华 天钥桥南路999弄
55119元/㎡,1200万,217.71㎡,龙华 三江路88弄
100539元/㎡,1100万,109.41㎡,龙华 宾阳路18弄(沪闵路路口)
156628元/㎡,2780万,177.49㎡,龙华 云锦路183弄
66117元/㎡,265万,40.08㎡,龙华 漕东路250号
118074元/㎡,1999万,169.3㎡,龙华 尚海湾豪庭
69702元/㎡,450万,64.56㎡,龙华 三江路301弄
82096元/㎡,332万,40.44㎡,龙华 天钥桥路907弄
63576元/㎡,310万,48.76㎡,龙华 上缝小区
68139元/㎡,435万,63.84㎡,龙华 龙华西路21弄18-56号
228312元/㎡,10888万,476.89㎡,龙华 龙兰路388弄、龙兰路399弄
51087元/㎡,780万,152.68㎡,龙华 老沪闵路581号、石龙路980弄
80058元/㎡,772万,96.43㎡,龙华 漕溪路125弄
63380元/㎡,450万,71㎡,龙华 漕溪路125弄
90413元/㎡,249万,27.54㎡,龙华 宛平南路中山南二路
90714元/㎡,2500万,275.59㎡,龙华 尚海湾豪庭
171083元/㎡,2550万,149.05㎡,龙华 东安路800号
72433元/㎡,700万,96.64㎡,龙华 龙漕路160弄
125628元/㎡,2500万,199㎡,龙华 尚海湾豪庭
78664元/㎡,410万,52.12㎡,龙华 漕溪四村50-78号
72876元/㎡,780万,107.03㎡,龙华 龙华西路345弄
61602元/㎡,1000万,162.33㎡,龙华 宾阳路62弄
103923元/㎡,2000万,192.45㎡,龙华 尚海湾豪庭
76811元/㎡,530万,69㎡,龙华 金龙花苑牡丹园
113210元/㎡,1450万,128.08㎡,龙华 尚海湾豪庭
164682元/㎡,3098万,188.12㎡,龙华 天钥桥南路999弄
164457元/㎡,2990万,181.81㎡,龙华 云锦路183弄
72079元/㎡,332万,46.06㎡,龙华 双峰路宛平南路
96566元/㎡,1007万,104.28㎡,龙华 宛平南路921弄
104193元/㎡,1128万,108.26㎡,龙华 宾阳路18弄、宾南路19弄
62205元/㎡,370万,59.48㎡,龙华 宾阳路11-21号
72358元/㎡,400万,55.28㎡,龙华 金龙花苑牡丹园
58823元/㎡,1000万,170㎡,龙华 三江路88弄
220741元/㎡,5400万,244.63㎡,龙华 龙兰路388弄、龙兰路399弄
68907元/㎡,894万,129.74㎡,龙华 中山南二路777弄
106876元/㎡,530万,49.59㎡,龙华 云锦路201弄1-42号
124843元/㎡,1599万,128.08㎡,龙华 尚海湾豪庭
64554元/㎡,650万,100.69㎡,龙华 龙华西路315弄
74597元/㎡,750万,100.54㎡,龙华 龙华西路机场新村34-61号
91749元/㎡,1350万,147.14㎡,龙华 三江路88弄
70854元/㎡,300万,42.34㎡,龙华 龙吴路11弄
102020元/㎡,1000万,98.02㎡,龙华 宾阳路18弄(沪闵路路口)
87500元/㎡,1190万,136㎡,龙华 田东路258弄、漕东支路218弄
146238元/㎡,1600万,109.41㎡,龙华 宾阳路18弄、宾南路19弄
119583元/㎡,2180万,182.3㎡,龙华 云锦路183弄
106592元/㎡,1300万,121.96㎡,龙华 田东路258弄、漕东支路218弄
78511元/㎡,730万,92.98㎡,龙华 龙吴路288弄
145896元/㎡,4300万,294.73㎡,龙华 东安路800号
208263元/㎡,5000万,240.08㎡,龙华 龙兰路388弄、龙兰路399弄
82033元/㎡,968万,118㎡,龙华 田东路377弄
127448元/㎡,1438万,112.83㎡,龙华 云锦路183弄
102277元/㎡,265万,25.91㎡,龙华 宛平南路中山南二路
71930元/㎡,900万,125.12㎡,龙华 龙华西路591弄
74394元/㎡,258万,34.68㎡,龙华 宛平南路905弄
65163元/㎡,370万,56.78㎡,龙华 龙华西路31弄1-51号
111748元/㎡,1850万,165.55㎡,龙华 宾阳路18弄、宾南路19弄
69847元/㎡,385万,55.12㎡,龙华 龙漕路135弄
70854元/㎡,300万,42.34㎡,龙华 龙吴路11弄
114882元/㎡,1750万,152.33㎡,龙华 宾阳路18弄、宾南路19弄
106541元/㎡,2000万,187.72㎡,龙华 云锦路183弄
84804元/㎡,658万,77.59㎡,龙华 宾阳路62弄
76287元/㎡,850万,111.42㎡,龙华 田东路377弄
96670元/㎡,990万,102.41㎡,龙华 宛平南路968弄26-30号
103226元/㎡,1350万,130.78㎡,龙华 天钥桥路968弄
78275元/㎡,997万,127.37㎡,龙华 漕溪路167弄1-2号
77092元/㎡,315万,40.86㎡,龙华 龙漕路51弄2号
73969元/㎡,420万,56.78㎡,龙华 龙华西路31弄1-51号
91923元/㎡,1400万,152.3㎡,龙华 田东路258弄、漕东支路218弄
115030元/㎡,1050万,91.28㎡,龙华 龙华路3208弄1-32号
106876元/㎡,530万,49.59㎡,龙华 云锦路201弄1-42号
59913元/㎡,695万,116㎡,龙华 老沪闵路581号、石龙路980弄
55706元/㎡,780万,140.02㎡,龙华 老沪闵路581号、石龙路980弄
94437元/㎡,1270万,134.48㎡,龙华 龙华西路398弄1-3号
96118元/㎡,1300万,135.25㎡,龙华 宾阳路18弄(沪闵路路口)
99344元/㎡,1000万,100.66㎡,龙华 天钥桥路968弄
73232元/㎡,435万,59.4㎡,龙华 龙华西路21弄18-56号
80597元/㎡,540万,67㎡,龙华 东安路800号
71995元/㎡,880万,122.23㎡,龙华 田东路258弄、漕东支路218弄
64120元/㎡,450万,70.18㎡,龙华 龙华西路315弄
71549元/㎡,928万,129.7㎡,龙华 中山南二路777弄
75610元/㎡,350万,46.29㎡,龙华 龙华西路81弄1-66号
95488元/㎡,1200万,125.67㎡,龙华 天钥桥路968弄
95105元/㎡,1366万,143.63㎡,龙华 三江路88弄
55381元/㎡,230万,41.53㎡,龙华 龙吴路11弄
140366元/㎡,5200万,370.46㎡,龙华 云锦路183弄
83035元/㎡,650万,78.28㎡,龙华 漕溪路125弄
134285元/㎡,1880万,140㎡,龙华 宾阳路18弄(沪闵路路口)
188877元/㎡,8888万,470.57㎡,龙华 龙兰路388弄、龙兰路399弄
100179元/㎡,835万,83.35㎡,龙华 南宁路501弄
148458元/㎡,3400万,229.02㎡,龙华 尚海湾豪庭
125659元/㎡,1500万,119.37㎡,龙华 徐汇东安路888号
84485元/㎡,275万,32.55㎡,龙华 三江路301弄
69313元/㎡,660万,95.22㎡,龙华 龙华路3166弄
64698元/㎡,780万,120.56㎡,龙华 田东路69弄
78681元/㎡,358万,45.5㎡,龙华 宛平南路中山南二路
141025元/㎡,6600万,468㎡,龙华 龙兰路388弄、龙兰路399弄
55699元/㎡,215万,38.6㎡,龙华 漕东支路438弄
88668元/㎡,698万,78.72㎡,龙华 海波花苑
74418元/㎡,880万,118.25㎡,龙华 龙恒路280弄
76730元/㎡,520万,67.77㎡,龙华 龙华西路21弄70-79号
93087元/㎡,1290万,138.58㎡,龙华 龙华路2518弄1-78号
116425元/㎡,1760万,151.17㎡,龙华 宾阳路18弄(沪闵路路口)
56113元/㎡,850万,151.48㎡,龙华 田东路258弄、漕东支路218弄
145728元/㎡,2900万,199㎡,龙华 尚海湾豪庭
