rent,m2,location
8800元/月,98㎡,徐汇-康健-万象园
5200元/月,38㎡,徐汇-康健-漕泾一村
4400元/月,40㎡,徐汇-康健-寿山坊
6500元/月,65㎡,徐汇-康健-桂平小区
4300元/月,42㎡,徐汇-康健-丁香园
6300元/月,55㎡,徐汇-康健-长丰坊
9500元/月,108㎡,徐汇-康健-梓树园
22000元/月,164㎡,徐汇-康健-海上名邸
4500元/月,42㎡,徐汇-康健-紫竹园
4300元/月,48㎡,徐汇-康健-桂莘小区
6800元/月,72㎡,徐汇-康健-杜鹃园
4500元/月,33㎡,徐汇-康健-漕泾一村
5500元/月,32㎡,徐汇-康健-康健路120弄小区
5900元/月,39㎡,徐汇-康健-康乐小区(徐汇)
6800元/月,63㎡,徐汇-康健-长顺坊
5000元/月,39㎡,徐汇-康健-健安坊
4000元/月,29㎡,徐汇-康健-长顺坊
5800元/月,60㎡,徐汇-康健-寿祥坊
9489元/月,99㎡,徐汇-康健-金桂苑
5389元/月,43㎡,徐汇-康健-长顺坊
4200元/月,26㎡,徐汇-康健-长青坊
6200元/月,73㎡,徐汇-康健-长虹坊
5100元/月,41㎡,徐汇-康健-康宁坊
8800元/月,90㎡,徐汇-康健-圣骊家园
6500元/月,52㎡,徐汇-康健-东樱花园
4600元/月,35㎡,徐汇-康健-桂康小区
6500元/月,75㎡,徐汇-康健-钦州路111弄小区
4600元/月,40㎡,徐汇-康健-钦州路111弄小区
4700元/月,42㎡,徐汇-康健-长兴坊
4500元/月,47㎡,徐汇-康健-寿德坊
4500元/月,38㎡,徐汇-康健-漕泾一村
5800元/月,51㎡,徐汇-康健-长青坊
5800元/月,55㎡,徐汇-康健-寿祥坊
7000元/月,65㎡,徐汇-康健-河滨国际公寓
9000元/月,111㎡,徐汇-康健-梓树园
4500元/月,47㎡,徐汇-康健-寿德坊
6500元/月,55㎡,徐汇-康健-薛家宅小区
4300元/月,38㎡,徐汇-康健-玉兰园
4400元/月,39㎡,徐汇-康健-薛家宅小区
5200元/月,53㎡,徐汇-康健-长丰坊
5600元/月,58㎡,徐汇-康健-丁香园
5300元/月,30㎡,徐汇-康健-康健路77弄小区
8890元/月,88㎡,徐汇-康健-金桂苑
6500元/月,58㎡,徐汇-康健-长海坊
5400元/月,56㎡,徐汇-康健-长兴坊
6500元/月,61㎡,徐汇-康健-花苑村桂花园
5600元/月,60㎡,徐汇-康健-花苑村桂花园
5800元/月,90㎡,徐汇-康健-万象园
5000元/月,38㎡,徐汇-康健-长青坊
4600元/月,42㎡,徐汇-康健-钦州路111弄小区
5300元/月,61㎡,徐汇-康健-寿德坊
5500元/月,60㎡,徐汇-康健-花苑村桂花园
5300元/月,17㎡,徐汇-康健-康健路100弄小区
5500元/月,68㎡,徐汇-康健-桂平小区
5500元/月,57㎡,徐汇-康健-寿昌坊
4200元/月,41㎡,徐汇-康健-康宁坊
9300元/月,64㎡,徐汇-康健-海上名邸
52000元/月,318㎡,徐汇-康健-玫瑰园
15000元/月,128㎡,徐汇-康健-桂林西街101弄小区
5800元/月,51㎡,徐汇-康健-康乐小区(徐汇)
8380元/月,70㎡,徐汇-康健-寿益坊
9200元/月,60㎡,徐汇-康健-海上名邸
8000元/月,79㎡,徐汇-康健-欣园新村
6200元/月,60㎡,徐汇-康健-健安坊
8200元/月,64㎡,徐汇-康健-月季园
5000元/月,40㎡,徐汇-康健-寿山坊
6230元/月,61㎡,徐汇-康健-康宁坊
8000元/月,58㎡,徐汇-康健-茶花园
22500元/月,156㎡,徐汇-康健-康健星辰
24500元/月,180㎡,徐汇-康健-海上名门
4600元/月,33㎡,徐汇-康健-九弄小区
4200元/月,38㎡,徐汇-康健-科苑新村
6300元/月,53㎡,徐汇-康健-钦州路111弄小区
4830元/月,53㎡,徐汇-康健-长顺坊
5200元/月,50㎡,徐汇-康健-漕泾一村
6500元/月,47㎡,徐汇-康健-桂康小区
5829元/月,59㎡,徐汇-康健-长兴坊
7500元/月,70㎡,徐汇-康健-长兴坊
5200元/月,52㎡,徐汇-康健-寿昌坊
5000元/月,52㎡,徐汇-康健-薛家宅小区
12000元/月,124㎡,徐汇-康健-康沁苑
6500元/月,53㎡,徐汇-康健-文馨苑
8000元/月,79㎡,徐汇-康健-寿益坊
5600元/月,61㎡,徐汇-康健-长顺坊
2000元/月,56㎡,徐汇-康健-长海坊
5800元/月,58㎡,徐汇-康健-寿昌坊
7200元/月,68㎡,徐汇-康健-长虹坊
6200元/月,53㎡,徐汇-康健-长丰坊
15000元/月,133㎡,徐汇-康健-中海馨园
4600元/月,42㎡,徐汇-康健-丁香园
4200元/月,34㎡,徐汇-康健-茶花园
8500元/月,77㎡,徐汇-康健-茶花园
6000元/月,65㎡,徐汇-康健-欣园新村
3800元/月,40㎡,徐汇-康健-寿山坊
4150元/月,40㎡,徐汇-康健-寿山坊
4800元/月,49㎡,徐汇-康健-寿德坊
8000元/月,88㎡,徐汇-康健-金桂苑
4250元/月,50㎡,徐汇-康健-师大新村
5200元/月,60㎡,徐汇-康健-师大新村
6000元/月,52㎡,徐汇-康健-薛家宅小区
5600元/月,50㎡,徐汇-康健-桂康小区
5230元/月,42㎡,徐汇-康健-丁香园
4800元/月,45㎡,徐汇-康健-长兴坊
6189元/月,47㎡,徐汇-康健-九弄小区
5800元/月,59㎡,徐汇-康健-长青坊
6000元/月,57㎡,徐汇-康健-寿昌坊
9500元/月,102㎡,徐汇-康健-紫薇园(徐汇)
4500元/月,54㎡,徐汇-康健-康乐小区(徐汇)
4500元/月,42㎡,徐汇-康健-杜鹃园
4900元/月,58㎡,徐汇-康健-师大新村
5500元/月,35㎡,徐汇-康健-习勤小区
7800元/月,60㎡,徐汇-康健-紫竹园
9200元/月,82㎡,徐汇-康健-桂平小区
5460元/月,44㎡,徐汇-康健-冠生园路237弄小区
4100元/月,27㎡,徐汇-康健-长青坊
4200元/月,40㎡,徐汇-康健-杜鹃园
5450元/月,58㎡,徐汇-康健-康宁坊
3800元/月,29㎡,徐汇-康健-长顺坊
4500元/月,40㎡,徐汇-康健-寿山坊
8500元/月,99㎡,徐汇-康健-金桂苑
13300元/月,125㎡,徐汇-康健-中虹汇之苑
4600元/月,39㎡,徐汇-康健-漕泾一村
5500元/月,55㎡,徐汇-康健-寿祥坊
5790元/月,49㎡,徐汇-康健-紫薇园(徐汇)
5300元/月,52㎡,徐汇-康健-薛家宅小区
5200元/月,42㎡,徐汇-康健-康宁坊
7500元/月,61㎡,徐汇-康健-康健路100弄小区
5500元/月,46㎡,徐汇-康健-长海坊
5500元/月,39㎡,徐汇-康健-紫竹园
4000元/月,46㎡,徐汇-康健-长海坊
4200元/月,48㎡,徐汇-康健-紫薇园(徐汇)
9500元/月,122㎡,徐汇-康健-徐汇公寓
5700元/月,49㎡,徐汇-康健-紫薇园(徐汇)
8500元/月,68㎡,徐汇-康健-长兴坊
5500元/月,50㎡,徐汇-康健-师大新村
3800元/月,41㎡,徐汇-康健-茶花园
11000元/月,102㎡,徐汇-康健-康惠苑
6800元/月,66㎡,徐汇-康健-桂平小区
5200元/月,51㎡,徐汇-康健-康乐小区(徐汇)
5200元/月,52㎡,徐汇-康健-丁香园
4700元/月,42㎡,徐汇-康健-长兴坊
19999元/月,147㎡,徐汇-康健-漕河景苑
5000元/月,32㎡,徐汇-康健-寿祥坊
15000元/月,98㎡,徐汇-康健-中海馨园
5800元/月,53㎡,徐汇-康健-寿昌坊
17000元/月,137㎡,徐汇-康健-中星海上华庭
5400元/月,44㎡,徐汇-康健-科苑新村
7000元/月,70㎡,徐汇-康健-市委党校家属区
9000元/月,76㎡,徐汇-康健-科苑新村
5180元/月,56㎡,徐汇-康健-西樱花园
18000元/月,105㎡,徐汇-康健-海上名邸
4300元/月,26㎡,徐汇-康健-长青坊
5400元/月,64㎡,徐汇-康健-花苑村桂花园
4095元/月,34㎡,徐汇-康健-寿祥坊
5800元/月,46㎡,徐汇-康健-紫竹园
4500元/月,41㎡,徐汇-康健-长丰坊
15000元/月,155㎡,徐汇-康健-金桂苑
6500元/月,58㎡,徐汇-康健-健安坊
6500元/月,65㎡,徐汇-康健-欣园新村
16000元/月,142㎡,徐汇-康健-海上名门
12000元/月,125㎡,徐汇-康健-中虹汇之苑
5300元/月,40㎡,徐汇-康健-康乐小区(徐汇)
9500元/月,64㎡,徐汇-康健-海上名邸
7000元/月,58㎡,徐汇-康健-康沁苑
4800元/月,41㎡,徐汇-康健-茶花园
5900元/月,71㎡,徐汇-康健-桂莘小区
5500元/月,55㎡,徐汇-康健-长丰坊
8600元/月,127㎡,徐汇-康健-百合花苑
5500元/月,36㎡,徐汇-康健-康乐小区(徐汇)
5200元/月,55㎡,徐汇-康健-寿祥坊
4800元/月,53㎡,徐汇-康健-长丰坊
5300元/月,54㎡,徐汇-康健-长丰坊
6500元/月,92㎡,徐汇-康健-月季园
7000元/月,84㎡,徐汇-康健-万象园
4300元/月,39㎡,徐汇-康健-康健路100弄小区
6000元/月,61㎡,徐汇-康健-寿德坊
6200元/月,53㎡,徐汇-康健-健安坊
6000元/月,60㎡,徐汇-康健-花苑村桂花园
5000元/月,60㎡,徐汇-康健-花苑村桂花园
11000元/月,102㎡,徐汇-康健-康惠苑
4385元/月,41㎡,徐汇-康健-寿山坊
5300元/月,61㎡,徐汇-康健-钦州路111弄小区
4300元/月,39㎡,徐汇-康健-薛家宅小区
6800元/月,66㎡,徐汇-康健-桂平小区
7800元/月,76㎡,徐汇-康健-河滨国际公寓
6000元/月,53㎡,徐汇-康健-康乐小区(徐汇)
6000元/月,59㎡,徐汇-康健-康健路100弄小区
5800元/月,51㎡,徐汇-康健-康乐小区(徐汇)
5800元/月,58㎡,徐汇-康健-紫薇园(徐汇)
4500元/月,61㎡,徐汇-康健-钦州路111弄小区
5300元/月,61㎡,徐汇-康健-钦州路111弄小区
18500元/月,171㎡,徐汇-康健-海上名邸
4500元/月,54㎡,徐汇-康健-康乐小区(徐汇)
4930元/月,38㎡,徐汇-康健-九弄小区
12000元/月,101㎡,徐汇-康健-中星海上华庭
5600元/月,65㎡,徐汇-康健-欣园新村
5300元/月,53㎡,徐汇-康健-长丰坊
16000元/月,133㎡,徐汇-康健-中海馨园
4300元/月,41㎡,徐汇-康健-长丰坊
4200元/月,44㎡,徐汇-康健-长海坊
6300元/月,55㎡,徐汇-康健-长丰坊
5200元/月,49㎡,徐汇-康健-长顺坊
4500元/月,46㎡,徐汇-康健-玉兰园
4300元/月,38㎡,徐汇-康健-寿昌坊
5060元/月,38㎡,徐汇-康健-玉兰园
4300元/月,38㎡,徐汇-康健-玉兰园
5000元/月,32㎡,徐汇-康健-寿祥坊
6200元/月,60㎡,徐汇-康健-健安坊
5300元/月,61㎡,徐汇-康健-寿德坊
12200元/月,99㎡,徐汇-康健-漕河景苑
4350元/月,45㎡,徐汇-康健-长兴坊
6529元/月,54㎡,徐汇-康健-健安坊
13000元/月,101㎡,徐汇-康健-中星海上华庭
4000元/月,41㎡,徐汇-康健-西樱花园
6000元/月,49㎡,徐汇-康健-漕泾一村
9300元/月,64㎡,徐汇-康健-海上名邸
5000元/月,36㎡,徐汇-康健-钦州路111弄小区
6900元/月,40㎡,徐汇-康健-钦州路111弄小区
52000元/月,318㎡,徐汇-康健-玫瑰园
5389元/月,43㎡,徐汇-康健-长顺坊
6130元/月,39㎡,徐汇-康健-康州小区
9489元/月,99㎡,徐汇-康健-金桂苑
4800元/月,41㎡,徐汇-康健-康宁坊
12000元/月,133㎡,徐汇-康健-光大会展中心
5800元/月,58㎡,徐汇-康健-冠生园小区
9500元/月,112㎡,徐汇-康健-光大会展中心
4300元/月,26㎡,徐汇-康健-长青坊
3900元/月,43㎡,徐汇-康健-花苑村桂花园
11000元/月,102㎡,徐汇-康健-康惠苑
5200元/月,38㎡,徐汇-康健-漕泾一村
4600元/月,40㎡,徐汇-康健-寿山坊
6000元/月,49㎡,徐汇-康健-紫薇园(徐汇)
4200元/月,40㎡,徐汇-康健-寿山坊
4960元/月,33㎡,徐汇-康健-漕泾一村
8800元/月,85㎡,徐汇-康健-桂莘小区
4200元/月,34㎡,徐汇-康健-茶花园
6120元/月,63㎡,徐汇-康健-玉兰园
5300元/月,54㎡,徐汇-康健-长丰坊
5200元/月,60㎡,徐汇-康健-师大新村
3900元/月,39㎡,徐汇-康健-康乐小区(徐汇)
4600元/月,42㎡,徐汇-康健-丁香园
5600元/月,52㎡,徐汇-康健-康乐小区(徐汇)
4000元/月,40㎡,徐汇-康健-紫竹园
5600元/月,73㎡,徐汇-康健-万象园
4725元/月,58㎡,徐汇-康健-寿祥坊
5600元/月,65㎡,徐汇-康健-欣园新村
5800元/月,59㎡,徐汇-康健-长青坊
6500元/月,52㎡,徐汇-康健-东樱花园
7800元/月,60㎡,徐汇-康健-紫竹园
7800元/月,76㎡,徐汇-康健-河滨国际公寓
4500元/月,42㎡,徐汇-康健-紫竹园
3800元/月,44㎡,徐汇-康健-紫竹园
5200元/月,53㎡,徐汇-康健-长丰坊
4385元/月,41㎡,徐汇-康健-寿山坊
13500元/月,107㎡,徐汇-康健-中虹汇之苑
5300元/月,40㎡,徐汇-康健-康乐小区(徐汇)
4800元/月,33㎡,徐汇-康健-茶花园
4400元/月,35㎡,徐汇-康健-科苑新村
5300元/月,52㎡,徐汇-康健-薛家宅小区
22000元/月,164㎡,徐汇-康健-海上名邸
5500元/月,60㎡,徐汇-康健-茶花园
9489元/月,99㎡,徐汇-康健-金桂苑
5200元/月,41㎡,徐汇-康健-桂莘小区
5500元/月,36㎡,徐汇-康健-康乐小区(徐汇)
4200元/月,41㎡,徐汇-康健-康宁坊
7060元/月,76㎡,徐汇-康健-寿祥坊
4300元/月,39㎡,徐汇-康健-薛家宅小区
4500元/月,43㎡,徐汇-康健-长丰坊
4600元/月,38㎡,徐汇-康健-钦州路111弄小区
6130元/月,39㎡,徐汇-康健-康州小区
6500元/月,61㎡,徐汇-康健-花苑村桂花园
16000元/月,142㎡,徐汇-康健-海上名门
13500元/月,128㎡,徐汇-康健-梓树园
5800元/月,60㎡,徐汇-康健-寿祥坊
5700元/月,49㎡,徐汇-康健-紫薇园(徐汇)
5200元/月,55㎡,徐汇-康健-师大新村
4800元/月,48㎡,徐汇-康健-康乐小区(徐汇)
4630元/月,35㎡,徐汇-康健-长丰坊
5000元/月,52㎡,徐汇-康健-薛家宅小区
5500元/月,32㎡,徐汇-康健-康健路120弄小区
5200元/月,42㎡,徐汇-康健-康宁坊
5300元/月,38㎡,徐汇-康健-康乐小区(徐汇)
12000元/月,125㎡,徐汇-康健-中虹汇之苑
7800元/月,135㎡,徐汇-康健-圣骊家园
6200元/月,73㎡,徐汇-康健-长虹坊
14500元/月,110㎡,徐汇-康健-中虹汇之苑
5300元/月,62㎡,徐汇-康健-长青坊
5250元/月,52㎡,徐汇-康健-寿昌坊
5890元/月,76㎡,徐汇-康健-丁香园
4300元/月,45㎡,徐汇-康健-玉兰园
5460元/月,52㎡,徐汇-康健-寿祥坊
4250元/月,34㎡,徐汇-康健-寿祥坊
6300元/月,71㎡,徐汇-康健-长顺坊
5600元/月,52㎡,徐汇-康健-康乐小区(徐汇)
7500元/月,74㎡,徐汇-康健-科苑新村
8500元/月,76㎡,徐汇-康健-康乐小区(徐汇)
6200元/月,60㎡,徐汇-康健-健安坊
4000元/月,30㎡,徐汇-康健-寿祥坊
5450元/月,58㎡,徐汇-康健-康宁坊
4600元/月,39㎡,徐汇-康健-钦州路111弄小区
11500元/月,127㎡,徐汇-康健-花苑村梅花园
6500元/月,53㎡,徐汇-康健-文馨苑
6800元/月,66㎡,徐汇-康健-桂平小区
6200元/月,68㎡,徐汇-康健-师大新村
6000元/月,51㎡,徐汇-康健-康健路77弄小区
5830元/月,61㎡,徐汇-康健-长海坊
6000元/月,53㎡,徐汇-康健-康乐小区(徐汇)
4600元/月,38㎡,徐汇-康健-习勤小区
18000元/月,105㎡,徐汇-康健-海上名邸
5800元/月,53㎡,徐汇-康健-寿昌坊
5500元/月,51㎡,徐汇-康健-康乐小区(徐汇)
4300元/月,40㎡,徐汇-康健-寿山坊
3800元/月,29㎡,徐汇-康健-长顺坊
13500元/月,157㎡,徐汇-康健-梓树园
9500元/月,64㎡,徐汇-康健-海上名邸
5800元/月,51㎡,徐汇-康健-长青坊
5600元/月,58㎡,徐汇-康健-丁香园
3800元/月,40㎡,徐汇-康健-寿山坊
5200元/月,53㎡,徐汇-康健-长丰坊
26588元/月,234㎡,徐汇-康健-光大会展中心
12000元/月,124㎡,徐汇-康健-康沁苑
3800元/月,41㎡,徐汇-康健-康宁坊
6060元/月,55㎡,徐汇-康健-长兴坊
6900元/月,40㎡,徐汇-康健-钦州路111弄小区
8890元/月,88㎡,徐汇-康健-金桂苑
6000元/月,92㎡,徐汇-康健-月季园
4800元/月,41㎡,徐汇-康健-康宁坊
18500元/月,171㎡,徐汇-康健-海上名邸
5200元/月,47㎡,徐汇-康健-长青坊
4900元/月,54㎡,徐汇-康健-师大新村
7000元/月,84㎡,徐汇-康健-万象园
12000元/月,133㎡,徐汇-康健-光大会展中心
3550元/月,17㎡,徐汇-康健-漕泾一村
6500元/月,62㎡,徐汇-康健-长兴坊
6500元/月,58㎡,徐汇-康健-长海坊
6600元/月,60㎡,徐汇-康健-长兴坊
5960元/月,57㎡,徐汇-康健-康强坊
8500元/月,65㎡,徐汇-康健-海上名邸
5000元/月,33㎡,徐汇-康健-花苑村梅花园
6000元/月,49㎡,徐汇-康健-钦州路111弄小区
4100元/月,30㎡,徐汇-康健-漕泾一村
8380元/月,70㎡,徐汇-康健-寿益坊
5600元/月,50㎡,徐汇-康健-桂康小区
6300元/月,76㎡,徐汇-康健-寿祥坊
6800元/月,72㎡,徐汇-康健-科苑新村
4000元/月,29㎡,徐汇-康健-长顺坊
5000元/月,61㎡,徐汇-康健-长顺坊
5630元/月,51㎡,徐汇-康健-钦州南路300弄小区
4930元/月,38㎡,徐汇-康健-科苑新村
3900元/月,43㎡,徐汇-康健-花苑村桂花园
4790元/月,41㎡,徐汇-康健-康宁坊
4590元/月,38㎡,徐汇-康健-寿昌坊
8800元/月,85㎡,徐汇-康健-桂莘小区
6500元/月,55㎡,徐汇-康健-薛家宅小区
4600元/月,40㎡,徐汇-康健-钦州路111弄小区
5300元/月,17㎡,徐汇-康健-康健路100弄小区
9500元/月,112㎡,徐汇-康健-光大会展中心
4000元/月,40㎡,徐汇-康健-紫竹园
4990元/月,30㎡,徐汇-康健-茶花园
4500元/月,38㎡,徐汇-康健-科苑新村
7400元/月,79㎡,徐汇-康健-欣园新村
7800元/月,63㎡,徐汇-康健-杜鹃园
5300元/月,48㎡,徐汇-康健-长兴坊
6200元/月,53㎡,徐汇-康健-长丰坊
5100元/月,41㎡,徐汇-康健-康宁坊
6000元/月,55㎡,徐汇-康健-康州小区
10500元/月,117㎡,徐汇-康健-中海馨园
4500元/月,47㎡,徐汇-康健-寿德坊
5500元/月,55㎡,徐汇-康健-长丰坊
4000元/月,30㎡,徐汇-康健-长青坊
4300元/月,45㎡,徐汇-康健-东樱花园
5000元/月,42㎡,徐汇-康健-紫竹园
4800元/月,33㎡,徐汇-康健-茶花园
4800元/月,33㎡,徐汇-康健-九弄小区
4500元/月,41㎡,徐汇-康健-长丰坊
6300元/月,53㎡,徐汇-康健-钦州路111弄小区
6500元/月,55㎡,徐汇-康健-薛家宅小区
5000元/月,40㎡,徐汇-康健-寿山坊
5000元/月,53㎡,徐汇-康健-长丰坊
5200元/月,52㎡,徐汇-康健-寿昌坊
8500元/月,77㎡,徐汇-康健-茶花园
5460元/月,52㎡,徐汇-康健-寿祥坊
22000元/月,164㎡,徐汇-康健-海上名邸
5000元/月,38㎡,徐汇-康健-习勤小区
16000元/月,144㎡,徐汇-康健-海上名门
17000元/月,133㎡,徐汇-康健-海上名门
16500元/月,144㎡,徐汇-康健-海上名门
13000元/月,101㎡,徐汇-康健-海上名门
20000元/月,204㎡,徐汇-康健-紫荆园
23000元/月,181㎡,徐汇-康健-海上名门
7800元/月,128㎡,徐汇-康健-中海馨园
